,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
6462,KSTP 13/Mar/2015 07,6502,3/13/15,13-Mar-15,13-Mar-15, Ducks,2, Wild,1,,NA,,NA,,,19045,1,KSTP,KSTP,O,13-Mar-15,CST,44.935,-93.06,705,62,39,51,61,35,43,32,38,80,44,62,50,38,45,20,11,292,26,20,9.7,3857,404,4262,622,709,0,0,30.18,30.03,30.08,1021.9,1016.9,1018.5,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,43,40,36,76,40,200,5,25,301,BKN,10,12,1,13,14,15,20,0,0,0,30.04,1017.4,46,CLR,Fair,13-Mar-15
6463,KSTP 13/Mar/2018 07,6503,3/13/18,13-Mar-18,13-Mar-18, Avalanche,5, Wild,1,L,-185,6,NA,Devan Dubnyk,Semyon Varlamov,19171,0,KSTP,KSTP,O,13-Mar-18,CST,44.935,-93.06,705,36,21,29,35,11,20,13,15,74,40,56,28,19,25,17,10,319,17,24,10,3855,404,4260,592,709,0,0,30.4,30.21,30.33,1030.2,1023.6,1027.7,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,21,11,14,74,19,320,9,5,300,CLR,10,14,1,15,14,15,20,0,0,0,30.38,1029.5,46,CLR,Fair,13-Mar-18
6464,KSTP 13/Nov/2013 07,6504,11/13/13,13-Nov-13,13-Nov-13, Maple Leafs,1, Wild,2,,NA,,NA,,,17897,#N/A,KSTP,KSTP,O,13-Nov-13,CST,44.935,-93.06,705,50,19,36,50,11,32,13,23,78,42,62,42,17,30,16,8,181,29,3,10,1901,193,2094,558,577,0,0,30.47,29.9,30.1,1031.9,1012.4,1019.5,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,24,16,15,68,21,150,7,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.24,1024.2,46,CLR,Fair,13-Nov-13
6465,KSTP 13/Nov/2014 07,6505,11/13/14,13-Nov-14,13-Nov-14, Sabres,3, Wild,6,,NA,,NA,,,18925,0,KSTP,KSTP,O,13-Nov-14,CST,44.935,-93.06,705,24,18,21,24,5,18,9,13,85,62,72,21,17,19,20,14,305,23,78,9.7,1270,193,1464,186,577,0,0,30.43,30.37,30.4,1030.5,1028.4,1029.6,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,19,6,14,81,18,310,13,2,201,SCT,10,0,0,0,0,0,0,0,0,0,30.41,1029.9,46,CLR,Fair,13-Nov-14
6466,KSTP 13/Nov/2018 07,6506,11/13/18,13-Nov-18,13-Nov-18,Capitals,5, Wild,2,W ,130,O 6,-111,P. Copley,D. Dubnyk,19101,1,KSTP,KSTP,O,13-Nov-18,CST,44.933,-93.05,719,22,6,14,21,-5,11,0,4,80,52,65,18,5,12,10,6,299,10,4,10,1914,193,2107,566,577,0,0,30.53,30.44,30.49,1035.3,1031.9,1033.6,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,7,-5,0,73,6,320,7,5,31,FEW,10,0,0,0,0,0,0,0,0,0,30.51,1034.6,45,CLR,Mostly Clear,13-Nov-18
6467,KSTP 13/Oct/2018 07,6507,10/13/18,13-Oct-18,13-Oct-18,Hurricanes,5, Wild,4,W ,115,O 6,-110,C. McElhinney,D. Dubnyk,18715,0,KSTP,KSTP,O,13-Oct-18,CST,44.933,-93.05,719,54,33,44,53,25,42,28,35,93,61,73,48,32,40,18,9,232,31,62,9.6,2210,329,2540,150,664,0,0,29.99,29.76,29.85,1015.6,1008.1,1011.1,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,36,30,33,89,35,150,8,100,100,OVC,8,8,2,10,17,19,25,0,0,0,29.83,1010.5,40,MC,Overcast,13-Oct-18
6468,KSTP 14/Dec/2017 07,6508,12/14/17,14-Dec-17,14-Dec-17, Maple Leafs,0, Wild,2,W,-123,5.5,-107,Alex Stalock,Frederik Andersen,18857,0,KSTP,KSTP,O,14-Dec-17,CST,44.935,-93.06,705,24,13,20,24,10,17,11,15,92,71,82,22,13,19,15,7,284,15,96,9.2,660,132,796,15,528,0,0,30.07,29.98,30.03,1019.4,1016.3,1017.9,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,18,11,14,84,17,280,5,100,34,OVC,10,0,0,0,0,0,0,0,0,0,30.04,1018.3,40,MC,Overcast,14-Dec-17
6469,KSTP 14/Feb/2015 07,6509,2/14/15,14-Feb-15,14-Feb-15, Hurricanes,3, Wild,6,,NA,,NA,,,19220,0,KSTP,KSTP,O,14-Feb-15,CST,44.935,-93.06,705,12,-3,2,12,-28,2,-15,-11,67,40,53,10,-4,1,26,16,331,35,16,10,2607,260,2867,615,623,0,0,30.68,30.11,30.48,1039.1,1019.5,1032.2,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,-2,-24,-12,62,-3,330,18,34,201,SCT,10,0,0,0,0,0,0,0,0,0,30.37,1028.6,46,CLR,Fair,14-Feb-15
6470,KSTP 14/Feb/2017 07,6510,2/14/17,14-Feb-17,14-Feb-17, Ducks,1, Wild,0,L,-163,5.5,-146,Devan Dubnyk,John Gibson,19047,0,KSTP,KSTP,O,14-Feb-17,CST,44.935,-93.06,705,43,26,35,42,17,29,11,22,85,34,62,37,23,31,29,15,310,40,23,10,2093,260,2353,467,623,0,0,30.05,29.83,29.91,1017.5,1010,1012.9,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,32,24,28,85,31,280,9,45,301,SCT,10,0,0,0,0,0,0,0,0,0,29.88,1012,46,CLR,Fair,14-Feb-17
6471,KSTP 14/Jan/2014 07,6511,1/14/14,14-Jan-14,14-Jan-14, Senators,3, Wild,0,,NA,,NA,,,18117,#N/A,KSTP,KSTP,O,14-Jan-14,CST,44.935,-93.06,705,29,7,19,29,-7,26,0,13,96,59,76,27,8,18,23,14,328,28,64,6.1,851,155,1007,112,548,0.1,3.4,30.17,29.51,29.86,1021.7,999.4,1011.2,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,23,9,19,85,22,340,17,100,16,OVC,1.5,0,0,0,0,0,0,0,0,0,29.62,1003.9,9,SNOW,Light Snow,14-Jan-14
6472,KSTP 14/Jan/2018 07,6512,1/14/18,14-Jan-18,14-Jan-18, Canucks,3, Wild,2,L,-178,5.5,101,Devan Dubnyk,Jacob Markstrom,18927,0,KSTP,KSTP,O,14-Jan-18,CST,44.935,-93.06,705,16,-11,5,16,-25,14,-15,1,93,77,84,15,-11,4,15,9,159,15,78,4.8,778,155,935,0,548,0.03,3.3,30.59,30.05,30.26,1037.7,1019.1,1026.6,9,SNOW,Light Snow,KSTP,O,CST,44.935,-93.06,705,-6,-20,-9,86,-6,150,7,100,35,OVC,10,0,0,0,0,0,0,0,0,0,30.43,1032.5,40,MC,Overcast,14-Jan-18
6473,KSTP 14/Mar/2019 07,6513,3/14/19,14-Mar-19,14-Mar-19,Stars,4, Wild,1,W ,100,P 5,0,B. Bishop,D. Dubnyk,18919,0,KSTP,KSTP,O,14-Mar-19,CST,44.933,-93.05,719,44,34,39,44,22,43,27,37,100,76,93,43,32,38,21,10,322,33,100,3.1,2056,411,2466,0,712,0.34,0.1,29.69,29.22,29.36,1005.6,989.7,994.3,18,RAIN,Light Rain,KSTP,O,CST,44.933,-93.05,719,40,40,39,97,40,0,0,100,10,OVC,1,8,2,10,16,18,22,99,0.03,0,29.25,990.5,18,RAIN,Light Rain,14-Mar-19
6474,KSTP 14/Nov/2017 07,6514,11/14/17,14-Nov-17,14-Nov-17, Flyers,0, Wild,3,W,-149,5.5,-152,Devan Dubnyk,Brian Elliott,18768,0,KSTP,KSTP,O,14-Nov-17,CST,44.935,-93.06,705,44,38,41,44,32,43,37,41,100,93,98,43,38,41,14,9,151,14,100,3.5,945,189,1133,0,575,0.05,0,30.17,29.79,29.97,1022,1009.1,1015.3,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,39,32,38,96,38,150,10,100,8,OVC,4,0,0,0,0,0,0,0,0,0,30.07,1018.6,40,MC,Overcast,14-Nov-17
6475,KSTP 14/Oct/2017 07,6515,10/14/17,14-Oct-17,14-Oct-17, Blue Jackets,5, Wild,4,L,-108,5.5,-100,Devan Dubnyk,Sergei Bobrovsky,19064,0,KSTP,KSTP,O,14-Oct-17,CST,44.935,-93.06,705,58,42,49,57,40,50,32,41,97,51,74,52,40,45,16,9,74,28,85,8.1,2326,325,2652,131,661,0.42,0,30.18,29.8,29.98,1021.9,1009.2,1015.3,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,47,47,33,59,41,0,0,100,120,FEW,10,16,2,18,16,18,22,0,0,0,30.14,1020.7,45,CLR,Mostly Clear,14-Oct-17
6476,KSTP 15/Dec/2015 07,6516,12/15/15,15-Dec-15,15-Dec-15, Canucks,2, Wild,6,W,-145,5,-117,Darcy Kuemper,Ryan Miller,18804,1,KSTP,KSTP,O,15-Dec-15,CST,44.935,-93.06,705,34,31,33,34,23,32,26,28,89,76,82,33,30,31,16,10,93,28,100,9.5,660,131,791,0,528,0,0,29.96,29.72,29.85,1014.6,1006.3,1010.9,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,32,25,27,82,30,200,8,100,26,OVC,10,0,0,0,0,0,0,0,0,0,29.92,1013.2,40,MC,Overcast,15-Dec-15
6477,KSTP 15/Dec/2018 07,6517,12/15/18,15-Dec-18,15-Dec-18,Flames,2, Wild,1,W ,-103,U 6,101,D. Rittich,D. Dubnyk,18882,3,KSTP,KSTP,O,15-Dec-18,CST,44.933,-93.05,719,41,19,30,40,13,25,18,22,92,55,74,34,20,27,12,7,151,12,0,8.4,1320,131,1451,528,528,0,0,30.2,30.03,30.12,1023.4,1017.5,1020.7,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,21,13,18,88,20,140,6,0,186,CLR,8,0,0,0,0,0,0,0,0,0,30.2,1023.4,9,SNOW,Light Snow,15-Dec-18
6478,KSTP 15/Feb/2018 07,6518,2/15/18,15-Feb-18,15-Feb-18, Capitals,5, Wild,2,L,-152,5.5,-108,Devan Dubnyk,Philipp Grubauer,19027,0,KSTP,KSTP,O,15-Feb-18,CST,44.935,-93.06,705,38,17,30,37,5,29,6,23,92,64,75,34,20,28,24,11,320,26,56,9.9,1632,267,1898,168,626,0,0,30.19,29.66,29.85,1023.3,1004.6,1011.5,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,25,25,23,92,24,350,3,30,300,CLR,10,0,0,0,0,0,0,0,0,0,29.71,1006.8,46,CLR,Fair,15-Feb-18
6479,KSTP 15/Feb/2019 07,6519,2/15/19,15-Feb-19,15-Feb-19,Devils,5, Wild,4,W ,215,O 6,102,C. Schneider,D. Dubnyk,19041,0,KSTP,KSTP,O,15-Feb-19,CST,44.933,-93.05,719,15,-3,5,15,-21,2,-11,-4,79,56,67,12,-4,3,17,9,303,26,9,10,2640,267,2907,607,626,0,0,30.17,29.96,30.07,1023.3,1016,1020.1,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,-3,-21,-9,75,-4,310,12,0,186,CLR,10,0,0,0,0,0,0,0,0,0,30,1018.2,46,CLR,Fair,15-Feb-19
6480,KSTP 15/Jan/2016 07,6520,1/15/16,15-Jan-16,15-Jan-16, Jets,1, Wild,0,L,-201,5,109,Devan Dubnyk,Connor Hellebuyck,19222,0,KSTP,KSTP,O,15-Jan-16,CST,44.935,-93.06,705,23,12,20,23,-3,21,1,13,92,59,78,22,10,19,20,15,324,20,100,8.6,789,158,948,0,550,0,0,29.92,29.52,29.71,1013.1,999.5,1006.1,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,22,8,18,85,21,320,16,100,16,OVC,5,0,0,0,0,0,0,0,0,0,29.62,1002.9,42,MC,Mostly Cloudy,15-Jan-16
6481,KSTP 15/Jan/2019 07,6521,1/15/19,15-Jan-19,15-Jan-19,Kings,2, Wild,3,L ,140,U 5.5,-121,J. Quick,A. Stalock,19017,0,KSTP,KSTP,O,15-Jan-19,CST,44.933,-93.05,719,33,20,29,33,13,28,10,22,89,63,78,31,22,27,17,11,269,26,95,9.4,790,158,949,0,550,0,0.5,30.19,29.93,30.07,1023.4,1014.2,1018.9,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,28,20,23,81,26,220,8,100,9,OVC,10,0,0,0,0,0,0,0,0,0,30.09,1019.6,40,MC,Overcast,15-Jan-19
6482,KSTP 15/Mar/2014 07,6522,3/15/14,15-Mar-14,15-Mar-14, Blue Jackets,2, Wild,1,,NA,,NA,,,19042,#N/A,KSTP,KSTP,O,15-Mar-14,CST,44.935,-93.06,705,31,20,25,30,11,16,5,11,74,41,57,25,18,21,13,8,350,13,37,10,2814,416,3230,295,715,0,0,30.48,30.02,30.24,1032.2,1016.5,1023.9,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,21,14,13,71,19,350,5,67,301,OVC,10,13,2,15,19,21,27,0,0,0,30.13,1020.3,46,CLR,Fair,15-Mar-14
6483,KSTP 15/Nov/2013 07,6523,11/15/13,15-Nov-13,15-Nov-13, Panthers,2, Wild,3,,NA,,NA,,,18102,0,KSTP,KSTP,O,15-Nov-13,CST,44.935,-93.06,705,57,27,41,57,25,39,27,33,100,47,79,47,28,37,12,6,152,12,27,7.1,1824,187,2011,521,572,0,0,29.88,29.67,29.79,1011.7,1004.6,1009,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,28,28,27,96,28,0,0,0,201,CLR,7,0,0,0,0,0,0,0,0,0,29.87,1011.5,46,CLR,Fair,15-Nov-13
6484,KSTP 15/Nov/2016 07,6524,11/15/16,15-Nov-16,15-Nov-16, Flames,1, Wild,0,L,-172,5,114,Devan Dubnyk,Chad Johnson,19048,1,KSTP,KSTP,O,15-Nov-16,CST,44.935,-93.06,705,54,34,44,54,30,43,35,40,100,67,89,49,35,42,9,4,177,9,41,6.8,1488,181,1669,395,572,0,0,29.96,29.82,29.89,1014.6,1009.7,1012.3,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,37,32,37,100,37,160,7,100,3,BKN,3,0,0,0,0,0,0,0,0,0,29.93,1013.4,44,PC,Partly Cloudy,15-Nov-16
6485,KSTP 15/Nov/2018 07,6525,11/15/18,15-Nov-18,15-Nov-18,Canucks,2, Wild,6,L ,200,O 5.5,-122,R. Bachman,D. Dubnyk,19014,0,KSTP,KSTP,O,15-Nov-18,CST,44.933,-93.05,719,44,27,36,44,18,33,17,24,86,49,62,37,24,31,16,11,182,24,34,9.8,1793,187,1980,509,572,0.01,0,30.13,29.73,29.88,1020.9,1007.3,1012.2,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,27,18,18,69,24,150,9,0,390,CLR,10,0,0,0,0,0,0,0,0,0,29.97,1015.4,46,CLR,Fair,15-Nov-18
6486,KSTP 15/Oct/2016 07,6526,10/15/16,15-Oct-16,15-Oct-16, Jets,3, Wild,4,W,-169,5,-133,Devan Dubnyk,Michael Hutchinson,19024,1,KSTP,KSTP,O,15-Oct-16,CST,44.935,-93.06,705,69,49,63,69,50,61,48,57,100,73,82,64,49,60,18,9,203,33,76,9.9,1861,312,2174,35,657,0,0,29.87,29.65,29.72,1011.5,1004,1006.4,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,65,65,60,84,62,190,9,100,22,OVC,10,6,1,7,12,13,17,0,0,0,29.65,1004,40,MC,Overcast,15-Oct-16
6487,KSTP 16/Dec/2017 07,6527,12/16/17,16-Dec-17,16-Dec-17, Oilers,3, Wild,2,L,-108,5.5,-106,Alex Stalock,Cam Talbot,19034,0,KSTP,KSTP,O,16-Dec-17,CST,44.935,-93.06,705,30,22,27,30,17,28,16,22,92,72,83,29,21,25,8,5,73,8,79,9.1,657,131,789,0,527,0,0,30.14,29.68,29.91,1021.4,1005.6,1013.6,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,24,24,22,91,23,0,0,70,9,BKN,8,0,0,0,0,0,0,0,0,0,29.77,1008.9,42,MC,Mostly Cloudy,16-Dec-17
6488,KSTP 16/Feb/2017 07,6528,2/16/17,16-Feb-17,16-Feb-17, Stars,1, Wild,3,W,-158,5.5,123,Darcy Kuemper,Kari Lehtonen,19084,0,KSTP,KSTP,O,16-Feb-17,CST,44.935,-93.06,705,41,26,33,40,18,29,22,26,85,58,73,35,24,30,16,11,143,16,80,10,1547,272,1820,138,629,0,0,29.88,29.6,29.72,1011.7,1002.3,1006.3,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,29,19,23,78,27,140,12,100,301,OVC,10,0,0,0,0,0,0,0,0,0,29.77,1008,46,CLR,Fair,16-Feb-17
6489,KSTP 16/Jan/2014 07,6529,1/16/14,16-Jan-14,16-Jan-14, Oilers,1, Wild,4,,NA,,NA,,,18037,#N/A,KSTP,KSTP,O,16-Jan-14,CST,44.935,-93.06,705,35,8,18,34,-12,30,-2,10,85,57,70,33,6,17,29,17,307,43,92,9.1,929,161,1088,61,552,0,0,29.91,29.38,29.62,1012.9,994.8,1003.1,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,34,27,30,85,33,260,9,100,17,OVC,10,0,0,0,0,0,0,0,0,0,29.38,995,45,CLR,Mostly Clear,16-Jan-14
6490,KSTP 16/Mar/2019 07,6530,3/16/19,16-Mar-19,16-Mar-19,Rangers,2, Wild,5,L ,184,O 5.5,-103,H. Lundqvist,D. Dubnyk,18844,0,KSTP,KSTP,O,16-Mar-19,CST,44.933,-93.05,719,34,20,28,34,12,20,14,16,78,45,62,28,19,24,12,7,305,18,10,10,4204,423,4627,700,718,0,0,30.38,30.26,30.32,1029.5,1025.4,1027.4,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,21,13,15,78,19,310,6,0,383,CLR,10,22,2,24,22,24,31,0,0,0,30.34,1028.2,46,CLR,Fair,16-Mar-19
6491,KSTP 16/Nov/2014 07,6531,11/16/14,16-Nov-14,16-Nov-14, Jets,3, Wild,4,,NA,,NA,,,18808,1,KSTP,KSTP,O,16-Nov-14,CST,44.935,-93.06,705,22,9,15,22,-5,20,2,8,96,61,76,21,8,13,16,10,252,16,41,8.8,1786,181,1967,465,570,0,0,30.11,29.91,29.98,1019.7,1012.8,1015.3,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,12,2,7,80,11,230,6,5,15,FEW,10,0,0,0,0,0,0,0,0,0,30.06,1018.1,45,CLR,Mostly Clear,16-Nov-14
6492,KSTP 16/Nov/2017 07,6532,11/16/17,16-Nov-17,16-Nov-17, Predators,4, Wild,6,W,-133,5,-150,Devan Dubnyk,Pekka Rinne,18888,0,KSTP,KSTP,O,16-Nov-17,CST,44.935,-93.06,705,34,28,31,34,17,28,22,24,82,75,78,32,26,28,15,10,123,24,100,10,915,181,1095,0,570,0,0,30.26,29.98,30.15,1025.3,1016,1021.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,29,22,23,78,27,20,7,100,17,OVC,10,0,0,0,0,0,0,0,0,0,30.23,1024.5,40,MC,Overcast,16-Nov-17
6493,KSTP 16/Oct/2018 07,6533,10/16/18,16-Oct-18,16-Oct-18,Coyotes,1, Wild,2,L ,145,U 5.5,-106,D. Kuemper,D. Dubnyk,18795,0,KSTP,KSTP,O,16-Oct-18,CST,44.933,-93.05,719,55,39,46,55,32,36,25,29,65,40,53,45,34,39,22,13,303,38,32,10,3081,312,3393,579,655,0,0,30.19,29.94,30.03,1022.4,1014.3,1017,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,41,37,30,65,36,280,6,0,189,CLR,10,12,1,13,12,13,17,0,0,0,29.96,1014.9,46,CLR,Fair,16-Oct-18
6494,KSTP 17/Dec/2013 07,6534,12/17/13,17-Dec-13,17-Dec-13, Canucks,2, Wild,3,,NA,,NA,,,18531,#N/A,KSTP,KSTP,O,17-Dec-13,CST,44.935,-93.06,705,33,8,24,33,5,26,6,15,85,59,69,31,11,21,26,14,288,32,39,10,755,131,886,203,527,0,0,30.15,29.89,30.01,1021,1012.2,1016.4,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,29,17,22,75,27,290,17,5,21,FEW,10,0,0,0,0,0,0,0,0,0,29.93,1013.7,45,CLR,Mostly Clear,17-Dec-13
6495,KSTP 17/Dec/2014 07,6535,12/17/14,17-Dec-14,17-Dec-14, Bruins,3, Wild,2,,NA,,NA,,,18841,1,KSTP,KSTP,O,17-Dec-14,CST,44.935,-93.06,705,20,10,15,19,-1,12,7,9,88,68,77,17,10,14,12,6,312,12,51,9.8,922,131,1053,200,527,0,0,30.39,30.31,30.36,1029,1026.5,1028.1,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,11,0,7,84,10,280,7,5,24,OVC,10,0,0,0,0,0,0,0,0,0,30.36,1028.1,45,CLR,Mostly Clear,17-Dec-14
6496,KSTP 17/Dec/2015 07,6536,12/17/15,17-Dec-15,17-Dec-15, Rangers,2, Wild,5,W,-149,5,-133,Devan Dubnyk,Henrik Lundqvist,19090,0,KSTP,KSTP,O,17-Dec-15,CST,44.935,-93.06,705,30,18,25,29,3,20,6,15,72,57,67,26,16,22,23,16,272,31,87,9.9,938,131,1070,132,527,0,0,29.93,29.72,29.85,1013.5,1006.3,1010.9,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,28,19,20,72,25,270,9,100,27,OVC,10,0,0,0,0,0,0,0,0,0,29.82,1009.9,40,MC,Overcast,17-Dec-15
6497,KSTP 17/Dec/2016 07,6537,12/17/16,17-Dec-16,17-Dec-16, Coyotes,1, Wild,4,W,-230,5,NA,Darcy Kuemper,Mike Smith,19036,0,KSTP,KSTP,O,17-Dec-16,CST,44.935,-93.06,705,12,-9,4,12,-29,8,-17,-3,84,60,73,11,-9,3,18,14,326,28,67,7.1,885,130,1015,245,527,0,0.1,30.33,29.87,30.09,1027.1,1011.6,1018.9,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,7,-10,2,80,6,330,15,100,36,OVC,3,0,0,0,0,0,0,0,0,0,29.99,1015.6,9,SNOW,Light Snow,17-Dec-16
6498,KSTP 17/Feb/2018 07,6538,2/17/18,17-Feb-18,17-Feb-18, Ducks,3, Wild,2,L,-137,5.5,-127,Devan Dubnyk,John Gibson,19192,1,KSTP,KSTP,O,17-Feb-18,CST,44.935,-93.06,705,37,15,26,36,5,25,5,15,88,45,65,30,13,22,16,8,276,28,59,9.3,1678,275,1951,169,632,0,0,30.1,29.88,29.95,1020,1012.8,1015.2,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,24,18,15,68,21,150,5,100,80,OVC,10,0,0,0,0,0,0,0,0,0,29.88,1012.8,40,MC,Overcast,17-Feb-18
6499,KSTP 17/Jan/2015 07,6539,1/17/15,17-Jan-15,17-Jan-15, Coyotes,1, Wild,3,,NA,,NA,,,19111,0,KSTP,KSTP,O,17-Jan-15,CST,44.935,-93.06,705,38,23,32,38,17,31,22,26,92,72,80,35,24,30,24,11,269,31,83,8.9,1037,163,1201,135,553,0,0,29.68,29.52,29.59,1005.1,999.5,1002.2,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,27,21,24,89,26,130,5,100,75,OVC,6,0,0,0,0,0,0,0,0,0,29.54,1000.2,42,MC,Mostly Cloudy,17-Jan-15
6500,KSTP 17/Jan/2017 07,6540,1/17/17,17-Jan-17,17-Jan-17, Devils,4, Wild,3,L,-218,5,115,Devan Dubnyk,Cory Schneider,19051,0,KSTP,KSTP,O,17-Jan-17,CST,44.935,-93.06,705,36,29,32,34,20,33,26,30,100,79,92,34,29,31,14,7,288,14,96,5.8,950,163,1113,54,553,0.06,0.6,30.03,29.95,30,1016.9,1014.5,1015.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,31,26,31,100,31,310,5,100,7,OVC,6,0,0,0,0,0,0,0,0,0,29.95,1014.9,45,CLR,Mostly Clear,17-Jan-17
6501,KSTP 17/Jan/2019 07,6541,1/17/19,17-Jan-19,17-Jan-19,Ducks,3, Wild,0,W ,150,U 5.5,-132,J. Gibson,A. Stalock,18907,0,KSTP,KSTP,O,17-Jan-19,CST,44.933,-93.05,719,24,12,19,24,2,13,1,8,74,52,61,20,11,16,14,7,325,14,60,9.8,1024,163,1188,209,553,0.01,0.2,30.2,30.09,30.14,1023.8,1020,1021.7,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,20,20,12,71,18,0,0,100,26,OVC,10,0,0,0,0,0,0,0,0,0,30.11,1020.7,40,MC,Overcast,17-Jan-19
6502,KSTP 17/Mar/2019 07,6542,3/17/19,17-Mar-19,17-Mar-19,Islanders,3, Wild,2,W ,104,U 5.5,-139,T. Greiss,A. Stalock,18696,0,KSTP,KSTP,O,17-Mar-19,CST,44.933,-93.05,719,40,23,31,39,13,27,17,24,88,60,74,34,22,28,15,6,298,15,84,8.3,2256,428,2682,36,722,0.01,0.1,30.36,30.25,30.29,1028.7,1025,1026.4,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,26,18,22,84,25,250,7,100,8,OVC,4,12,2,14,25,27,35,0,0,0,30.29,1026.5,64,HAZY,Mist,17-Mar-19
6503,KSTP 17/Nov/2013 07,6543,11/17/13,17-Nov-13,17-Nov-13, Jets,1, Wild,2,,NA,,NA,,,18283,#N/A,KSTP,KSTP,O,17-Nov-13,CST,44.935,-93.06,705,45,33,40,45,21,40,23,34,96,67,80,42,30,38,25,13,293,36,92,8.9,901,179,1079,0,568,0,0,29.83,29.33,29.5,1010.1,993.1,998.9,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,41,41,39,93,40,280,3,100,6,OVC,5,0,0,0,0,0,0,0,0,0,29.34,993.7,34,FOG,Fog,17-Nov-13
