Key2,﻿Keyno,FullDate,Month,Day,Year,DateDate,Season,Start (ET),Hour,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,NumberOT,Attendance,Notes,MonthW,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,DayAVGTemp,DayHighTemp,DayAVGHumid,DayHighHumid,DayAVGWind,DayHighWind,DayAVGCloud,DayAVGVisibility,DayAVGSunMin,DayPrecipWaterEQ,DayPrecipSnow,DayAVGWeatherLetterCode,DayAVGWeatherType,Hour Weather Station Code,Hour Data Type,Hour Time Zone,Hour Latitude,Hour Longitude,Hour Elevation,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Hour Data Date_1,Hour Data Date_2
KIND 16/Mar/2015 19,IND42079,3/16/2015,3,16,2015,16-Mar-15,2015,7:00p,19,TOR,117,IND,98,0,0,"17,060",,Mar,N,5,-5,O,198,Mon,IND2015,18165,0,15,Indianapolis,KIND,KIND42079,61,74,53,68,14,18,65,10,85,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,65,64,47,52,55,220,14,75,180,BKN,10,0,0,0,0,0,0,0,0,0,29.88,1011.8,45,CLR,Mostly Clear,16-Mar-15,19
KIND 16/Nov/2016 19,IND42690,11/16/2016,11,16,2016,16-Nov-16,2017,7:00p,19,CLE,93,IND,103,1,1,"17,022",,Nov,Y,2.5,-2.5,U,208.5,Wed,IND2017,17923,0,17,Indianapolis,KIND,KIND42690,51,65,75,97,4,8,10,7.7,578,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,56,56,43,62,49,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,29.96,1014.7,45,CLR,Mostly Clear,16-Nov-16,19
KIND 17/Mar/2014 19,IND41715,3/17/2014,3,17,2014,17-Mar-14,2014,7:00p,19,PHI,90,IND,99,0,0,"18,165",,Mar,N,19,-19,U,203.5,Mon,IND2014,18165,0,14,Indianapolis,KIND,KIND41715,27,39,65,76,8,16,55,10,188,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,36,36,24,62,32,0,0,25,300,SCT,10,0,0,0,0,0,0,0,0,0,29.84,1011.4,54,CLR,Few High Clouds,17-Mar-14,19
KIND 17/Mar/2016 19,IND42446,3/17/2016,3,17,2016,17-Mar-16,2016,7:00p,19,TOR,101,IND,94,0,0,"15,104",,Mar,N,1.5,-1.5,U,203.5,Thu,IND2016,18165,0,16,Indianapolis,KIND,KIND42446,51,61,43,67,12,23,42,10,408,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,54,50,23,30,41,270,12,90,120,BKN,10,0,0,0,0,0,0,0,0,0,29.94,1013.8,42,MC,Mostly Cloudy,17-Mar-16,19
KIND 17/Nov/2017 19,IND43056,11/17/2017,11,17,2017,17-Nov-17,2018,7:00p,19,DET,100,IND,107,0,0,"17,188",,Nov,Y,1.5,-1.5,U,211.5,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43056,41,49,72,82,12,16,100,10,6,0.03,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,46,39,33,61,40,150,16,100,150,OVC,10,0,0,0,0,0,0,0,0,0,29.85,1011.3,40,MC,Overcast,17-Nov-17,19
KIND 18/Dec/2015 19,IND42356,12/18/2015,12,18,2015,18-Dec-15,2016,7:00p,19,BKN,97,IND,104,0,0,"16,548",,Dec,N,10,-10,U,207,Fri,IND2016,18165,0,16,Indianapolis,KIND,KIND42356,31,34,61,78,14,25,75,10,220,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,30,20,16,56,26,220,12,70,100,BKN,10,0,0,0,0,0,0,0,0,0,30.11,1020.3,42,MC,Mostly Cloudy,18-Dec-15,19
KIND 18/Dec/2017 19,IND43087,12/18/2017,12,18,2017,18-Dec-17,2018,7:00p,19,BOS,112,IND,111,0,0,"16,055",,Dec,Y,-2.5,2.5,O,206.5,Mon,IND2018,17923,0,18,Indianapolis,KIND,KIND43087,43,46,91,96,12,17,86,7.2,0,0,0,RAIN,Light Drizzle,KIND,O,EST,39.717,-86.295,797,44,38,42,93,43,230,13,100,36,OVC,10,0,0,0,0,0,0,0,0,0,30.02,1016.8,21,RAIN,Light Drizzle,18-Dec-17,19
KIND 18/Feb/2014 19,IND41688,2/18/2014,2,18,2014,18-Feb-14,2014,7:00p,19,ATL,98,IND,108,0,0,"18,165",,Feb,P,10,-10,O,196,Tue,IND2014,18165,0,14,Indianapolis,KIND,KIND41688,38,49,66,85,10,18,46,10,282,0,0,CLR,Fair,KIND,O,EST,39.717,-86.295,797,44,38,26,49,37,160,12,25,230,SCT,10,0,0,0,0,0,0,0,0,0,29.82,1010.3,54,CLR,Few High Clouds,18-Feb-14,19
KIND 18/Jan/2014 19,IND41657,1/18/2014,1,18,2014,18-Jan-14,2014,7:00p,19,LAC,92,IND,106,0,0,"18,165",,Jan,Y,9,-9,O,196,Sat,IND2014,18165,0,14,Indianapolis,KIND,KIND41657,19,26,81,89,9,16,100,5.8,6,0.14,2.4,SNOW,Light Snow,KIND,O,EST,39.717,-86.295,797,23,11,19,86,22,130,12,100,33,OVC,2.5,0,0,0,0,0,0,99,0.03,0.5,29.77,1009.2,9,SNOW,Light Snow,18-Jan-14,19
KIND 18/May/2014 16,IND41777,5/18/2014,5,18,2014,18-May-14,2014,3:30p,16,MIA,96,IND,107,0,0,"18,165",,May,Y,-1.5,1.5,O,182,Sun,IND2014,18165,0,14,Indianapolis,KIND,KIND41777,52,63,61,93,3,8,4,9.8,821,0,0,CLR,Fair,KIND,O,EST,39.717,-86.295,797,60,60,34,38,48,0,0,10,230,FEW,10,614,64,678,640,704,915,0,0,0,30.24,1024.3,45,CLR,Mostly Clear,18-May-14,16
KIND 18/Nov/2016 19,IND42692,11/18/2016,11,18,2016,18-Nov-16,2017,7:00p,19,PHX,116,IND,96,1,1,"16,780",,Nov,N,4,-4,U,216,Fri,IND2017,17923,0,17,Indianapolis,KIND,KIND42692,60,75,67,94,14,25,63,9.4,175,0.88,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,59,57,57,94,58,190,12,100,27,OVC,5,0,0,0,0,0,0,99,0.56,0,29.89,1012,19,RAIN,Moderate Rain,18-Nov-16,19
KIND 18/Oct/2017 19,IND43026,10/18/2017,10,18,2017,18-Oct-17,2018,7:00p,19,BKN,131,IND,140,0,0,"15,008",,Oct,Y,3,-3,O,216.5,Wed,IND2018,17923,0,18,Indianapolis,KIND,KIND43026,56,69,64,86,8,14,4,10,614,0,0,CLR,Fair,KIND,O,EST,39.717,-86.295,797,61,60,44,54,52,180,8,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.16,1021.4,46,CLR,Fair,18-Oct-17,19
KIND 19/Apr/2014 19,IND41748,4/19/2014,4,19,2014,19-Apr-14,2014,7:00p,19,ATL,101,IND,93,0,0,"18,165",,Apr,N,8,-8,O,185.5,Sat,IND2014,18165,0,14,Indianapolis,KIND,KIND41748,55,68,53,76,10,15,13,10,711,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,63,62,36,37,50,90,9,25,140,SCT,10,10,1,11,11,12,15,0,0,0,30.23,1023.7,45,CLR,Mostly Clear,19-Apr-14,19
KIND 19/Dec/2016 19,IND42723,12/19/2016,12,19,2016,19-Dec-16,2017,7:00p,19,WAS,105,IND,107,0,0,"17,686",,Dec,N,5.5,-5.5,O,211,Mon,IND2017,17923,0,17,Indianapolis,KIND,KIND42723,10,20,66,79,4,8,61,10,416,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,16,7,7,67,14,180,6,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.64,1039.3,45,CLR,Mostly Clear,19-Dec-16,19
KIND 19/Mar/2016 19,IND42448,3/19/2016,3,19,2016,19-Mar-16,2016,7:00p,19,OKC,115,IND,111,0,0,"18,165",,Mar,N,-3.5,3.5,O,211,Sat,IND2016,18165,0,16,Indianapolis,KIND,KIND42448,43,49,60,79,9,14,88,10,6,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,45,38,28,52,38,20,14,100,70,BKN,10,0,0,0,0,0,0,0,0,0,30.09,1019.5,42,MC,Mostly Cloudy,19-Mar-16,19
KIND 19/Mar/2018 19,IND43178,3/19/2018,3,19,2018,19-Mar-18,2018,7:00p,19,LAL,100,IND,110,0,0,"16,603",,Mar,Y,5.5,-5.5,U,219.5,Mon,IND2018,17923,0,18,Indianapolis,KIND,KIND43178,46,60,49,70,15,24,74,10,145,0,0,PC,High Clouds,KIND,O,EST,39.717,-86.295,797,49,42,30,48,41,50,24,100,250,OVC,10,0,0,0,0,0,0,0,0,0,29.7,1005.9,50,PC,High Overcast,19-Mar-18,19
KIND 19/Nov/2014 19,IND41962,11/19/2014,11,19,2014,19-Nov-14,2015,7:00p,19,CHA,86,IND,88,0,0,"14,748",,Nov,P,2,-2,U,179.5,Wed,IND2015,18165,0,15,Indianapolis,KIND,KIND41962,26,37,68,77,18,31,76,9.9,44,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,31,18,20,64,27,260,20,100,36,OVC,10,0,0,0,0,0,0,0,0,0,29.99,1016.4,40,MC,Overcast,19-Nov-14,19
KIND 20/Apr/2017 19,IND42845,4/20/2017,4,20,2017,20-Apr-17,2017,7:00p,19,CLE,119,IND,114,0,0,"17,923",,Apr,N,-1.5,1.5,O,209.5,Thu,IND2017,17923,0,17,Indianapolis,KIND,KIND42845,69,79,73,84,14,23,83,9.9,0,0.48,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,68,68,62,81,64,170,10,100,250,OVC,10,1,1,2,12,13,17,0,0,0,29.85,1010.3,50,PC,High Overcast,20-Apr-17,19
KIND 20/Apr/2018 19,IND43210,4/20/2018,4,20,2018,20-Apr-18,2018,7:00p,19,CLE,90,IND,92,0,0,"17,923",,Apr,Y,1.5,-1.5,U,209,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43210,47,60,36,61,8,13,11,10,697,0,0,CLR,Fair,KIND,O,EST,39.717,-86.295,797,57,56,22,26,43,30,7,60,354,SCT,10,8,1,9,12,13,17,0,0,0,30.41,1030.1,54,CLR,Few High Clouds,20-Apr-18,19
KIND 20/Dec/2013 20,IND41628,12/20/2013,12,20,2013,20-Dec-13,2014,8:00p,20,HOU,81,IND,114,0,0,"18,165",,Dec,Y,6,-6,U,197,Fri,IND2014,18165,0,14,Indianapolis,KIND,KIND41628,55,59,87,100,15,23,100,8.2,0,0.82,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,59,56,56,90,57,210,14,100,21,OVC,10,0,0,0,0,0,0,0,0,0,29.78,1008.2,40,MC,Overcast,20-Dec-13,20
KIND 20/Mar/2017 19,IND42814,3/20/2017,3,20,2017,20-Mar-17,2017,7:00p,19,UTA,100,IND,107,0,0,"15,458",,Mar,Y,-2.5,2.5,O,193.5,Mon,IND2017,17923,0,17,Indianapolis,KIND,KIND42814,46,51,76,89,10,30,100,9.2,0,0.5,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,49,46,44,83,47,30,6,100,36,OVC,10,0,0,0,0,0,0,0,0,0,29.96,1014.7,40,MC,Overcast,20-Mar-17,19
KIND 20/May/2014 21,IND41779,5/20/2014,5,20,2014,20-May-14,2014,8:30p,21,MIA,87,IND,83,0,0,"18,165",,May,N,-2,2,U,184.5,Tue,IND2014,18165,0,14,Indianapolis,KIND,KIND41779,69,78,65,75,12,16,86,10,35,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,71,71,61,71,65,190,6,20,250,SCT,10,0,0,0,0,0,0,0,0,0,29.94,1013.3,54,CLR,Few High Clouds,20-May-14,21
KIND 20/Oct/2017 19,IND43028,10/20/2017,10,20,2017,20-Oct-17,2018,7:00p,19,POR,114,IND,96,0,0,"15,325",,Oct,N,-5.5,5.5,U,218.5,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43028,62,76,68,93,6,12,31,9.9,442,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,65,65,49,56,56,140,6,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.15,1021,54,CLR,Few High Clouds,20-Oct-17,19
KIND 21/Apr/2016 20,IND42481,4/21/2016,4,21,2016,21-Apr-16,2016,7:30p,20,TOR,101,IND,85,0,0,"18,165",,Apr,N,1,-1,U,194.5,Thu,IND2016,18165,0,16,Indianapolis,KIND,KIND42481,60,68,86,94,8,18,100,8.5,2,1.41,0,RAIN,Light Rain,KIND,O,EST,39.717,-86.295,797,56,54,54,93,55,150,8,95,250,BKN,10,0,0,0,0,0,0,0,0,0,29.82,1009.5,52,PC,High Clouds,21-Apr-16,20
KIND 21/Mar/2014 19,IND41719,3/21/2014,3,21,2014,21-Mar-14,2014,7:00p,19,CHI,79,IND,91,0,0,"18,165",,Mar,Y,6.5,-6.5,U,179.5,Fri,IND2014,18165,0,14,Indianapolis,KIND,KIND41719,52,68,48,79,12,21,68,10,259,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,60,58,31,33,47,210,13,90,200,BKN,10,0,0,0,0,0,0,0,0,0,29.79,1008.9,42,MC,Mostly Cloudy,21-Mar-14,19
KIND 21/Mar/2015 19,IND42084,3/21/2015,3,21,2015,21-Mar-15,2015,7:00p,19,BKN,123,IND,111,0,0,"16,453",,Mar,N,8.5,-8.5,O,195,Sat,IND2015,18165,0,15,Indianapolis,KIND,KIND42084,48,63,68,97,10,14,35,8.4,430,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,53,49,36,52,45,350,13,75,140,BKN,10,0,0,0,0,0,0,0,0,0,30.13,1020.4,45,CLR,Mostly Clear,21-Mar-15,19
KIND 21/Mar/2016 19,IND42450,3/21/2016,3,21,2016,21-Mar-16,2016,7:00p,19,PHI,75,IND,91,0,0,"16,155",,Mar,Y,15,-15,U,211,Mon,IND2016,18165,0,16,Indianapolis,KIND,KIND42450,40,52,56,75,10,15,25,10,618,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,46,40,25,44,38,230,13,10,250,FEW,10,0,0,0,0,0,0,0,0,0,30.1,1019.9,45,CLR,Mostly Clear,21-Mar-16,19
KIND 21/Nov/2015 19,IND42329,11/21/2015,11,21,2015,21-Nov-15,2016,7:00p,19,MIL,86,IND,123,0,0,"17,137",,Nov,Y,5,-5,O,192.5,Sat,IND2016,18165,0,16,Indianapolis,KIND,KIND42329,36,45,67,96,12,21,99,8.2,7,0.28,1.3,MC,Overcast,KIND,O,EST,39.717,-86.295,797,33,21,30,89,32,290,20,100,22,OVC,6,0,0,0,0,0,0,0,0,0,29.98,1015.7,9,SNOW,Light Snow,21-Nov-15,19
KIND 21/Nov/2016 19,IND42695,11/21/2016,11,21,2016,21-Nov-16,2017,7:00p,19,GSW,120,IND,83,0,0,"17,923",,Nov,N,-14.5,14.5,U,218,Mon,IND2017,17923,0,17,Indianapolis,KIND,KIND42695,33,43,68,85,6,9,29,10,560,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,37,37,25,62,33,330,3,100,250,FEW,10,0,0,0,0,0,0,0,0,0,30.26,1025.4,45,CLR,Mostly Clear,21-Nov-16,19
KIND 22/Apr/2014 19,IND41751,4/22/2014,4,22,2014,22-Apr-14,2014,7:00p,19,ATL,85,IND,101,0,0,"18,165",,Apr,Y,7.5,-7.5,U,186.5,Tue,IND2014,18165,0,14,Indianapolis,KIND,KIND41751,54,60,64,97,13,22,24,8.9,733,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,53,49,32,45,44,360,12,5,300,FEW,10,15,1,16,15,16,21,0,0,0,29.93,1013.4,45,CLR,Mostly Clear,22-Apr-14,19
KIND 22/Apr/2018 21,IND43212,4/22/2018,4,22,2018,22-Apr-18,2018,8:30p,21,CLE,104,IND,100,0,0,"17,923",,Apr,N,-1,1,U,205.5,Sun,IND2018,17923,0,18,Indianapolis,KIND,KIND43212,56,66,34,46,12,17,97,10,18,0,0,PC,High Overcast,KIND,O,EST,39.717,-86.295,797,59,56,29,32,46,60,13,100,200,OVC,10,0,0,0,0,0,0,0,0,0,30.16,1021.2,40,MC,Overcast,22-Apr-18,21
KIND 22/Dec/2013 18,IND41630,12/22/2013,12,22,2013,22-Dec-13,2014,6:00p,18,BOS,79,IND,106,0,0,"18,165",,Dec,Y,12,-12,U,189.5,Sun,IND2014,18165,0,14,Indianapolis,KIND,KIND41630,35,46,99,100,15,22,100,8.9,0,0.04,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,32,24,32,100,32,260,10,100,24,OVC,10,0,0,0,0,0,0,0,0,0,29.94,1014.6,4,SNOW,Freezing Drizzle,22-Dec-13,18
KIND 22/Dec/2016 19,IND42726,12/22/2016,12,22,2016,22-Dec-16,2017,7:00p,19,BOS,109,IND,102,0,0,"17,577",,Dec,N,-1,1,O,209,Thu,IND2017,17923,0,17,Indianapolis,KIND,KIND42726,34,42,75,85,8,15,56,10,245,0,0,CLR,Few High Clouds,KIND,O,EST,39.717,-86.295,797,35,35,27,72,32,0,0,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.39,1029.6,54,CLR,Few High Clouds,22-Dec-16,19
KIND 22/Feb/2015 18,IND42057,2/22/2015,2,22,2015,22-Feb-15,2015,6:00p,18,GSW,98,IND,104,0,0,"17,789",,Feb,Y,-4,4,U,204,Sun,IND2015,18165,0,15,Indianapolis,KIND,KIND42057,23,29,75,92,10,17,96,6.6,0,0,0,CLR,Mostly Clear,KIND,O,EST,39.717,-86.295,797,22,9,9,57,18,310,15,100,130,OVC,10,9,1,10,14,15,20,0,0,0,30.46,1031.4,44,PC,Partly Cloudy,22-Feb-15,18
KIND 22/Nov/2014 19,IND41965,11/22/2014,11,22,2014,22-Nov-14,2015,7:00p,19,PHX,106,IND,83,0,0,"16,870",,Nov,N,-2,2,U,196,Sat,IND2015,18165,0,15,Indianapolis,KIND,KIND41965,46,56,66,83,12,23,99,9.7,6,0.02,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,53,49,40,61,47,180,12,100,44,OVC,10,0,0,0,0,0,0,0,0,0,30,1016.1,40,MC,Overcast,22-Nov-14,19
KIND 23/Apr/2016 15,IND42483,4/23/2016,4,23,2016,23-Apr-16,2016,3:00p,15,TOR,83,IND,100,0,0,"18,165",,Apr,Y,-1,1,U,193,Sat,IND2016,18165,0,16,Indianapolis,KIND,KIND42483,56,66,66,89,7,12,57,9.5,354,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,64,64,45,50,54,40,6,20,40,SCT,10,662,74,736,736,810,1051,0,0,0,30.1,1019.4,44,PC,Partly Cloudy,23-Apr-16,15
KIND 23/Apr/2017 13,IND42848,4/23/2017,4,23,2017,23-Apr-17,2017,1:00p,13,CLE,106,IND,102,0,0,"17,923",,Apr,N,-3.5,3.5,U,213.5,Sun,IND2017,17923,0,17,Indianapolis,KIND,KIND42848,56,71,43,70,12,17,7,10,724,0,0,CLR,Fair,KIND,O,EST,39.717,-86.295,797,66,65,34,31,51,30,14,5,100,FEW,10,870,89,959,892,981,1275,0,0,0,30.02,1016.5,46,CLR,Fair,23-Apr-17,13
KIND 23/Dec/2014 19,IND41996,12/23/2014,12,23,2014,23-Dec-14,2015,7:00p,19,NOP,84,IND,96,0,0,"17,336",,Dec,Y,-1.5,1.5,U,194.5,Tue,IND2015,18165,0,15,Indianapolis,KIND,KIND41996,49,55,89,100,8,13,100,7.6,6,0.17,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,49,47,44,83,47,10,5,100,55,OVC,10,0,0,0,0,0,0,0,0,0,29.73,1006.7,18,RAIN,Light Rain,23-Dec-14,19
KIND 23/Dec/2015 19,IND42361,12/23/2015,12,23,2015,23-Dec-15,2016,7:00p,19,SAC,108,IND,106,0,0,"18,165",,Dec,N,7,-7,U,215,Wed,IND2016,18165,0,16,Indianapolis,KIND,KIND42361,57,64,88,93,16,24,92,7.1,0,0.79,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,55,50,52,90,53,140,24,100,75,OVC,10,0,0,0,0,0,0,99,0.12,0,29.31,992.2,15,SHWR,Light Thundershower,23-Dec-15,19
KIND 23/Dec/2017 19,IND43092,12/23/2017,12,23,2017,23-Dec-17,2018,7:00p,19,BKN,119,IND,123,0,0,"17,107",,Dec,N,9.5,-9.5,O,216,Sat,IND2018,17923,0,18,Indianapolis,KIND,KIND43092,33,39,88,96,10,15,99,6.1,0,0.54,0.1,MC,Overcast,KIND,O,EST,39.717,-86.295,797,29,23,24,82,27,230,6,100,250,BKN,10,0,0,0,0,0,0,0,0,0,30.19,1023,52,PC,High Clouds,23-Dec-17,19
KIND 23/Feb/2018 19,IND43154,2/23/2018,2,23,2018,23-Feb-18,2018,7:00p,19,ATL,93,IND,116,0,0,"17,923",,Feb,Y,7,-7,U,209.5,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43154,49,56,93,100,11,18,100,7.8,0,0.04,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,49,46,46,90,47,300,8,100,16,OVC,10,0,0,0,0,0,0,0,0,0,30.25,1024.4,40,MC,Overcast,23-Feb-18,19
KIND 23/Jan/2017 20,IND42758,1/23/2017,1,23,2017,23-Jan-17,2017,8:00p,20,NYK,109,IND,103,0,0,"16,015",,Jan,N,5.5,-5.5,U,217.5,Mon,IND2017,17923,0,17,Indianapolis,KIND,KIND42758,43,50,94,100,15,22,100,2.9,0,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,40,33,38,93,39,340,12,100,6,OVC,2,0,0,0,0,0,0,0,0,0,29.74,1007.4,21,RAIN,Light Drizzle,23-Jan-17,20
KIND 23/Mar/2015 19,IND42086,3/23/2015,3,23,2015,23-Mar-15,2015,7:00p,19,HOU,110,IND,100,0,0,"16,201",,Mar,N,-1.5,1.5,O,202.5,Mon,IND2015,18165,0,15,Indianapolis,KIND,KIND42086,34,41,57,79,13,18,83,9.9,33,0.03,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,32,22,25,75,29,60,14,100,36,OVC,10,0,0,0,0,0,0,0,0,0,30.16,1021.3,40,MC,Overcast,23-Mar-15,19
KIND 23/Mar/2018 19,IND43182,3/23/2018,3,23,2018,23-Mar-18,2018,7:00p,19,LAC,104,IND,109,0,0,"17,923",,Mar,Y,3.5,-3.5,U,216,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43182,40,50,39,64,7,12,59,10,394,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,45,41,14,29,34,60,8,100,230,BKN,10,0,0,0,0,0,0,0,0,0,30.22,1024,42,MC,Mostly Cloudy,23-Mar-18,19
KIND 23/Nov/2013 19,IND41601,11/23/2013,11,23,2013,23-Nov-13,2014,7:00p,19,PHI,98,IND,106,0,0,"18,165",,Nov,N,15,-15,O,194.5,Sat,IND2014,18165,0,14,Indianapolis,KIND,KIND41601,26,32,71,89,14,23,57,10,243,0,0,MC,Mostly Cloudy,KIND,O,EST,39.717,-86.295,797,23,9,10,57,19,330,18,70,42,BKN,10,0,0,0,0,0,0,0,0,0,30.58,1035.6,42,MC,Mostly Cloudy,23-Nov-13,19
KIND 23/Nov/2016 19,IND42697,11/23/2016,11,23,2016,23-Nov-16,2017,7:00p,19,ATL,96,IND,85,0,0,"16,032",,Nov,N,-1,1,U,204.5,Wed,IND2017,17923,0,17,Indianapolis,KIND,KIND42697,43,49,85,97,10,14,100,7.2,0,0.63,0,RAIN,Light Rain,KIND,O,EST,39.717,-86.295,797,46,42,45,96,46,190,8,100,6,OVC,6,0,0,0,0,0,0,99,0.05,0,29.97,1015.1,18,RAIN,Light Rain,23-Nov-16,19
KIND 24/Feb/2016 19,IND42424,2/24/2016,2,24,2016,24-Feb-16,2016,7:00p,19,NYK,105,IND,108,0,0,"16,018",,Feb,N,6.5,-6.5,O,202,Wed,IND2016,18165,0,16,Indianapolis,KIND,KIND42424,34,36,87,89,22,30,100,4,0,1.7,0.6,RAIN,Light Rain,KIND,O,EST,39.717,-86.295,797,34,22,30,87,32,330,21,100,15,OVC,1.5,0,0,0,0,0,0,0,0,0,29.39,995.8,9,SNOW,Light Snow,24-Feb-16,19
KIND 24/Feb/2017 19,IND42790,2/24/2017,2,24,2017,24-Feb-17,2017,7:00p,19,MEM,92,IND,102,0,0,"17,923",,Feb,Y,-1,1,U,204,Fri,IND2017,17923,0,17,Indianapolis,KIND,KIND42790,60,74,74,88,17,30,81,9.8,101,0.1,0,PC,High Clouds,KIND,O,EST,39.717,-86.295,797,61,58,54,77,57,280,20,100,70,OVC,10,0,0,0,0,0,0,0,0,0,29.52,999.5,31,TSTM,Thunder,24-Feb-17,19
KIND 24/Jan/2018 19,IND43124,1/24/2018,1,24,2018,24-Jan-18,2018,7:00p,19,PHX,101,IND,116,0,0,"14,060",,Jan,Y,6.5,-6.5,O,214,Wed,IND2018,17923,0,18,Indianapolis,KIND,KIND43124,29,31,81,92,10,15,97,9.4,0,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,27,16,21,78,25,270,13,75,26,BKN,10,0,0,0,0,0,0,0,0,0,30.32,1027.5,42,MC,Mostly Cloudy,24-Jan-18,19
KIND 24/Mar/2016 19,IND42453,3/24/2016,3,24,2016,24-Mar-16,2016,7:00p,19,NOP,84,IND,92,0,0,"17,517",,Mar,N,14.5,-14.5,U,205,Thu,IND2016,18165,0,16,Indianapolis,KIND,KIND42453,56,64,73,94,17,26,100,8.3,3,0.95,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,50,44,39,66,45,270,20,95,250,BKN,10,0,0,0,0,0,0,0,0,0,29.6,1002.1,52,PC,High Clouds,24-Mar-16,19
KIND 24/Mar/2017 19,IND42818,3/24/2017,3,24,2017,24-Mar-17,2017,7:00p,19,DEN,125,IND,117,0,0,"17,923",,Mar,N,1.5,-1.5,O,217,Fri,IND2017,17923,0,17,Indianapolis,KIND,KIND42818,64,75,59,72,16,29,63,10,209,0,0,PC,High Clouds,KIND,O,EST,39.717,-86.295,797,69,69,52,55,59,220,17,100,220,OVC,10,0,0,0,0,0,0,0,0,0,30.06,1017.6,50,PC,High Overcast,24-Mar-17,19
KIND 24/Nov/2017 20,IND43063,11/24/2017,11,24,2017,24-Nov-17,2018,8:00p,20,TOR,104,IND,107,0,0,"16,523",,Nov,Y,-2.5,2.5,U,216,Fri,IND2018,17923,0,18,Indianapolis,KIND,KIND43063,45,59,54,76,12,17,56,10,421,0,0,MC,Overcast,KIND,O,EST,39.717,-86.295,797,51,46,30,45,42,180,14,20,200,SCT,10,0,0,0,0,0,0,0,0,0,29.69,1005.6,44,PC,Partly Cloudy,24-Nov-17,20
