ID,FullDate,Date,Date2,Start(ET),Hour,Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Temperature,Dome,City Played,Weather Station,Key
OAK2013,29-Sep-13,29/Sep/2013,29-Sep-2013,4:25,16,WAS,-3.5,OAK,38,U,45.5,2013,Week 4,53549,OAK,3.5,-3.5,SF,14,24,Y,53286,0,47,77,0,San Jose,KSJC,KSJC4154616
LAC2013,29-Sep-13,29/Sep/2013,29-Sep-2013,4:25,16,DAL,-1.5,LAC,51,O,47,2013,Week 4,68601,LAC,1.5,-1.5,LAC,30,21,Y,70561,0,46,80,0,San Diego,KSAN,KSAN4154616
SFN2013,22-Sep-13,22/Sep/2013,22-Sep-2013,4:25,16,SF,-10.5,IND,34,U,46,2013,Week 3,69732,SF,-10.5,10.5,SEA,7,27,Y,69732,0,42,66,0,San Jose,KSJC,KSJC4153916
SEA2013,22-Sep-13,22/Sep/2013,22-Sep-2013,4:25,16,SEA,-19.5,JAX,62,O,39.5,2013,Week 3,68087,SEA,-19.5,19.5,OAK,45,17,Y,68740,0,11,61,0,Seattle,KBFI,KBFI4153916
NYJ2013,22-Sep-13,22/Sep/2013,22-Sep-2013,4:25,16,NYJ,-2.5,BUF,47,O,41,2013,Week 3,76957,NYJ,-2.5,2.5,TB,27,20,Y,82550,0,3,67,0,New York,KFRG,KFRG4153916
OAK2013,15-Sep-13,15/Sep/2013,15-Sep-2013,4:25,16,OAK,-4,JAX,28,U,41,2013,Week 2,49400,OAK,-4,4,BAL,19,9,Y,53286,0,47,76,0,San Jose,KSJC,KSJC4153216
NYG2013,15-Sep-13,15/Sep/2013,15-Sep-2013,4:25,16,DEN,-3.5,NYG,64,O,54,2013,Week 2,81285,NYG,3.5,-3.5,DEN,23,41,Y,82550,0,3,70,0,New York,KFRG,KFRG4153216
SFN2013,8-Sep-13,08/Sep/2013,08-Sep-2013,4:25,16,SF,-5.5,GB,62,O,47.5,2013,Week 1,69732,SF,-5.5,5.5,NYG,34,28,Y,69732,0,42,69,0,San Jose,KSJC,KSJC4152516
LAR2013,8-Sep-13,08/Sep/2013,08-Sep-2013,4:25,16,LAR,-4,ARI,51,O,42.5,2013,Week 1,55279,LAR,-4,4,BAL,27,24,N,67277,0,18,72,1,St. Louis,KCPS,KCPS4152516
TEN2018,22-Dec-18,22/Dec/2018,22-Dec-2018,4:30,16,TEN,-11,WAS,41,O,38,2018,Week 16,60746,TEN,-11,11,WAS,25,16,N,69143,0,19,64,0,Nashville,KBNA,KBNA4345616
NYJ2018,15-Dec-18,15/Dec/2018,15-Dec-2018,4:30,16,HOU,-7,NYJ,51,O,44.5,2018,Week 15,77982,NYJ,7,-7,HOU,22,29,N,82550,0,8,31,0,New York,KFRG,KFRG4344916
DAL2018,22-Nov-18,22/Nov/2018,22-Nov-2018,4:30,16,DAL,-7,WAS,54,O,40.5,2018,Week 12,92076,DAL,-7,7,WAS,31,23,Y,105000,0,9,35,0,Dallas,KDAL,KDAL4342616
HOU2017,25-Dec-17,25/Dec/2017,25-Dec-2017,4:30,16,PIT,-9.5,HOU,40,U,45.5,2017,Week 16,71842,HOU,9.5,-9.5,PIT,6,34,Y,71795,0,15,79,0,Houston,KHOU,KHOU4309416
BAL2017,23-Dec-17,23/Dec/2017,23-Dec-2017,4:30,16,BAL,-13.5,IND,39,U,41,2017,Week 16,70590,BAL,-13.5,13.5,BUF,23,16,N,71008,0,19,38,0,Baltimore,KDMH,KDMH4309216
DET2017,16-Dec-17,16/Dec/2017,16-Dec-2017,4:30,16,DET,-5,CHI,30,U,44,2017,Week 15,65872,DET,-5,5,CHI,20,10,Y,65000,0,15,65,0,Detroit,CYQG,CYQG4308516
DAL2017,23-Nov-17,23/Nov/2017,23-Nov-2017,4:30,16,LAC,-1.5,DAL,34,U,46.5,2017,Week 12,93012,DAL,1.5,-1.5,LAC,6,28,Y,105000,0,8,43,0,Dallas,KDAL,KDAL4306216
PIT2016,25-Dec-16,25/Dec/2016,25-Dec-2016,4:30,16,PIT,-5.5,BAL,58,O,46.5,2016,Week 16,66276,PIT,-5.5,5.5,CLE,31,27,N,68400,0,15,39,0,Pittsburgh,KAGC,KAGC4272916
DAL2016,24-Nov-16,24/Nov/2016,24-Nov-2016,4:30,16,DAL,-6,WAS,57,O,53.5,2016,Week 12,93099,DAL,-6,6,SEA,31,26,N,105000,0,7,69,1,Dallas,KDAL,KDAL4269816
DAL2015,26-Nov-15,26/Nov/2015,26-Nov-2015,4:30,16,CAR,-1,DAL,47,O,44.5,2015,Week 12,90909,DAL,1,-1,NYG,14,33,Y,105000,0,6,68,1,Dallas,KDAL,KDAL4233416
WAS2014,20-Dec-14,20/Dec/2014,20-Dec-2014,4:30,16,PHI,-7,WAS,51,P,51,2014,Week 16,78897,WAS,7,-7,IND,27,24,N,79000,0,17,35,0,Washington,KDCA,KDCA4199316
DAL2014,27-Nov-14,27/Nov/2014,27-Nov-2014,4:30,16,DAL,-3.5,PHI,43,U,57,2014,Week 13,91379,DAL,-3.5,3.5,HOU,10,33,Y,105000,0,5,57,1,Dallas,KDAL,KDAL4197016
DAL2013,28-Nov-13,28/Nov/2013,28-Nov-2013,4:30,16,DAL,-9,OAK,55,O,49.5,2013,Week 13,87572,DAL,-9,9,NE,31,24,N,105000,0,4,72,1,Dallas,KDAL,KDAL4160616
BUF2014,24-Nov-14,24/Nov/2014,24-Nov-2014,7:00,19,BUF,-2.5,NYJ,41,U,42.5,2014,Week 12,56044,BUF,-2.5,2.5,BAL,38,3,Y,71857,0,41,72,1,Buffalo,KBUF,KBUF4196719
NOS2019,9-Sep-19,09/Sep/2019,09-Sep-2019,7:10,19,NO,-7,HOU,58,O,52,2019,Week 1,73039,NO,-7,7,NE,30,28,N,73208,0,44,63,0,New Orleans,KNEW,KNEW4371719
DET2018,10-Sep-18,10/Sep/2018,10-Sep-2018,7:10,19,DET,-7,NYJ,65,O,44,2018,Week 1,61352,DET,-7,7,NYJ,17,48,Y,65000,0,16,56,0,Detroit,CYQG,CYQG4335319
MIN2017,11-Sep-17,11/Sep/2017,11-Sep-2017,7:10,19,MIN,-3,NO,48,O,47.5,2017,Week 1,66606,MIN,-3,3,SEA,29,19,Y,66655,0,1,40,0,Minnesota,KSTP,KSTP4298919
WAS2016,12-Sep-16,12/Sep/2016,12-Sep-2016,7:10,19,PIT,-2.5,WAS,54,O,49,2016,Week 1,79124,WAS,2.5,-2.5,TB,16,38,Y,82000,0,19,76,0,Washington,KDCA,KDCA4262519
ATL2015,14-Sep-15,14/Sep/2015,14-Sep-2015,7:10,19,PHI,-3,ATL,50,U,56,2015,Week 1,70516,ATL,3,-3,SEA,26,24,N,71228,0,23,72,1,Atlanta,KATL,KATL4226119
DET2014,8-Sep-14,08/Sep/2014,08-Sep-2014,7:10,19,DET,-6.5,NYG,49,O,46,2014,Week 1,64401,DET,-6.5,6.5,NYG,35,14,Y,65000,0,12,72,1,Detroit,CYQG,CYQG4189019
WAS2013,9-Sep-13,09/Sep/2013,09-Sep-2013,7:10,19,WAS,-4,PHI,60,O,52.5,2013,Week 1,82743,WAS,-4,4,PHI,27,33,Y,79000,0,16,80,0,Washington,KDCA,KDCA4152619
PIT2019,30-Sep-19,30/Sep/2019,30-Sep-2019,8:15,20,PIT,-3.5,CIN,30,U,45,2019,Week 4,57959,PIT,-3.5,3.5,DAL,27,3,Y,68400,0,18,38,0,Pittsburgh,KAGC,KAGC4373820
WAS2019,23-Sep-19,23/Sep/2019,23-Sep-2019,8:15,20,CHI,-5,WAS,46,O,41,2019,Week 3,67327,WAS,5,-5,CHI,15,31,Y,82000,0,22,79,0,Washington,KDCA,KDCA4373120
NYJ2019,16-Sep-19,16/Sep/2019,16-Sep-2019,8:15,20,CLE,-6.5,NYJ,26,U,45,2019,Week 2,78523,NYJ,6.5,-6.5,CLE,3,23,Y,82550,0,9,89,0,New York,KFRG,KFRG4372420
OAK2018,24-Dec-18,24/Dec/2018,24-Dec-2018,8:15,20,DEN,-2.5,OAK,41,U,42.5,2018,Week 16,53850,OAK,2.5,-2.5,DEN,27,14,Y,56057,0,52,61,0,Oakland,KOAK,KOAK4345820
CAR2018,17-Dec-18,17/Dec/2018,17-Dec-2018,8:15,20,NO,-6,CAR,21,U,50.5,2018,Week 15,74188,CAR,6,-6,NO,9,12,N,75523,0,22,48,0,Charlotte,KCLT,KCLT4345120
SEA2018,10-Dec-18,10/Dec/2018,10-Dec-2018,8:15,20,SEA,-3,MIN,28,U,45.5,2018,Week 14,69007,SEA,-3,3,MIN,21,7,Y,68740,0,16,55,0,Seattle,KBFI,KBFI4344420
PHI2018,3-Dec-18,03/Dec/2018,03-Dec-2018,8:15,20,PHI,-5.5,WAS,41,U,45,2018,Week 13,69696,PHI,-5.5,5.5,WAS,28,13,Y,69796,0,15,45,0,Philadelphia,KPHL,KPHL4343720
HOU2018,26-Nov-18,26/Nov/2018,26-Nov-2018,8:15,20,HOU,-4,TEN,51,O,42.5,2018,Week 12,71826,HOU,-4,4,TEN,34,17,Y,71995,0,16,88,0,Houston,KHOU,KHOU4343020
LAR2018,19-Nov-18,19/Nov/2018,19-Nov-2018,8:15,20,LAR,-3,KC,105,O,63.5,2018,Week 11,68756,LAR,-3,3,KC,54,51,N,93607,0,2,66,0,Los Angeles,KCQT,KCQT4342320
SFN2018,12-Nov-18,12/Nov/2018,12-Nov-2018,8:15,20,SF,-3,NYG,50,O,45,2018,Week 10,69409,SF,-3,3,NYG,23,27,Y,75000,0,4,60,0,Oakland,KOAK,KOAK4341620
DAL2018,5-Nov-18,05/Nov/2018,05-Nov-2018,8:15,20,DAL,-5,TEN,42,O,40,2018,Week 9,90466,DAL,-5,5,TEN,14,28,Y,105000,0,9,86,0,Dallas,KDAL,KDAL4340920
BUF2018,29-Oct-18,29/Oct/2018,29-Oct-2018,8:15,20,NE,-13.5,BUF,31,U,44.5,2018,Week 8,70109,BUF,13.5,-13.5,NE,6,25,Y,71608,0,45,86,0,Buffalo,KBUF,KBUF4340220
ATL2018,22-Oct-18,22/Oct/2018,22-Oct-2018,8:15,20,ATL,-4,NYG,43,U,52.5,2018,Week 7,72756,ATL,-4,4,NYG,23,20,N,71000,0,1,35,0,Atlanta,KATL,KATL4339520
GBP2018,15-Oct-18,15/Oct/2018,15-Oct-2018,8:15,20,GB,-9.5,SF,63,O,46,2018,Week 6,77642,GB,-9.5,9.5,SF,33,30,N,81441,0,61,27,0,Green Bay,KGRB,KGRB4338820
NOS2018,8-Oct-18,08/Oct/2018,08-Oct-2018,8:15,20,NO,-6,WAS,62,O,52,2018,Week 5,73028,NO,-6,6,WAS,43,19,Y,73208,0,43,63,0,New Orleans,KNEW,KNEW4338120
DEN2018,1-Oct-18,01/Oct/2018,01-Oct-2018,8:15,20,KC,-3.5,DEN,50,U,53.5,2018,Week 4,76656,DEN,3.5,-3.5,KC,23,27,Y,76125,0,17,32,0,Colorado,KBJC,KBJC4337420
TBB2018,24-Sep-18,24/Sep/2018,24-Sep-2018,8:15,20,TB,-1,PIT,57,O,55.5,2018,Week 3,62571,TB,-1,1,PIT,27,30,Y,65618,0,20,54,0,Tampa,KTPF,KTPF4336720
CHI2018,17-Sep-18,17/Sep/2018,17-Sep-2018,8:15,20,CHI,-5,SEA,41,U,42.5,2018,Week 2,57960,CHI,-5,5,SEA,24,17,Y,61500,0,47,76,0,Chicago,KMDW,KMDW4336020
NOS2019,29-Sep-19,29/Sep/2019,29-Sep-2019,8:20,20,DAL,-2.5,NO,22,U,47.5,2019,Week 4,73086,NO,2.5,-2.5,DAL,12,10,N,73208,0,44,59,0,New Orleans,KNEW,KNEW4373720
GBP2019,26-Sep-19,26/Sep/2019,26-Sep-2019,8:20,20,GB,-3.5,PHI,61,O,46.5,2019,Week 4,77509,GB,-3.5,3.5,PHI,27,34,Y,81441,0,62,30,0,Green Bay,KGRB,KGRB4373420
CLE2019,22-Sep-19,22/Sep/2019,22-Sep-2019,8:20,20,LAR,-4.5,CLE,33,U,48,2019,Week 3,67431,CLE,4.5,-4.5,LAR,13,20,Y,67895,0,20,71,0,Cleveland,KBKL,KBKL4373020
JAC2019,19-Sep-19,19/Sep/2019,19-Sep-2019,8:20,20,TEN,-1.5,JAX,27,U,38,2019,Week 3,58613,JAX,1.5,-1.5,TEN,20,7,Y,67814,0,24,64,0,Jacksonville,KNIP,KNIP4372720
ATL2019,15-Sep-19,15/Sep/2019,15-Sep-2019,8:20,20,PHI,-1,ATL,44,U,53,2019,Week 2,72443,ATL,1,-1,PHI,24,20,Y,71000,0,2,42,0,Atlanta,KATL,KATL4372320
CAR2019,12-Sep-19,12/Sep/2019,12-Sep-2019,8:20,20,CAR,-6.5,TB,34,U,48,2019,Week 2,71101,CAR,-6.5,6.5,MIA,14,20,N,75523,0,23,33,0,Charlotte,KCLT,KCLT4372020
NEP2019,8-Sep-19,08/Sep/2019,08-Sep-2019,8:20,20,NE,-5.5,PIT,36,U,49,2019,Week 1,65878,NE,-5.5,5.5,PIT,33,3,Y,65878,0,17,34,0,Boston,KBOS,KBOS4371620
CHI2019,5-Sep-19,05/Sep/2019,05-Sep-2019,8:20,20,CHI,-3,GB,13,U,46.5,2019,Week 1,62435,CHI,-3,3,GB,3,10,Y,61500,0,48,45,0,Chicago,KMDW,KMDW4371320
SEA2018,23-Dec-18,23/Dec/2018,23-Dec-2018,8:20,20,KC,-1,SEA,69,O,54.5,2018,Week 16,69067,SEA,1,-1,KC,38,31,Y,68740,0,16,88,0,Seattle,KBFI,KBFI4345720
LAC2018,22-Dec-18,22/Dec/2018,22-Dec-2018,8:20,20,LAC,-4,BAL,32,U,42.5,2018,Week 16,25571,LAC,-4,4,BAL,10,22,Y,30000,0,1,62,0,Los Angeles,KCQT,KCQT4345620
LAR2018,16-Dec-18,16/Dec/2018,16-Dec-2018,8:20,20,LAR,-13.5,PHI,53,U,53.5,2018,Week 15,74210,LAR,-13.5,13.5,PHI,23,30,N,93607,0,2,89,0,Los Angeles,KCQT,KCQT4345020
DEN2018,15-Dec-18,15/Dec/2018,15-Dec-2018,8:20,20,DEN,-1.5,CLE,33,U,47,2018,Week 15,76596,DEN,-1.5,1.5,CLE,16,17,N,76125,0,17,68,0,Colorado,KBJC,KBJC4344920
KCC2018,13-Dec-18,13/Dec/2018,13-Dec-2018,8:20,20,KC,-3.5,LAC,57,O,54.5,2018,Week 15,75091,KC,-3.5,3.5,LAC,28,29,N,76416,0,46,53,0,Kansas City,KMKC,KMKC4344720
CHI2018,9-Dec-18,09/Dec/2018,09-Dec-2018,8:20,20,LAR,-3,CHI,21,U,51,2018,Week 14,61695,CHI,3,-3,LAR,15,6,Y,61500,0,47,30,0,Chicago,KMDW,KMDW4344320
TEN2018,6-Dec-18,06/Dec/2018,06-Dec-2018,8:20,20,TEN,-5.5,JAX,39,O,37,2018,Week 14,60344,TEN,-5.5,5.5,JAX,30,9,Y,69143,0,19,64,0,Nashville,KBNA,KBNA4344020
SEA2018,2-Dec-18,02/Dec/2018,02-Dec-2018,8:20,20,SEA,-9.5,SF,59,O,45,2018,Week 13,69009,SEA,-9.5,9.5,SF,43,16,Y,68740,0,16,74,0,Seattle,KBFI,KBFI4343620
PIT2018,2-Dec-18,02/Dec/2018,02-Dec-2018,8:20,20,PIT,-3,LAC,63,O,53.5,2018,Week 13,61069,PIT,-3,3,LAC,30,33,N,68400,0,17,79,0,Pittsburgh,KAGC,KAGC4343620
DAL2018,29-Nov-18,29/Nov/2018,29-Nov-2018,8:20,20,NO,-7.5,DAL,23,U,51.5,2018,Week 13,93004,DAL,7.5,-7.5,NO,13,10,N,105000,0,9,25,0,Dallas,KDAL,KDAL4343320
MIN2018,25-Nov-18,25/Nov/2018,25-Nov-2018,8:20,20,MIN,-3.5,GB,41,U,48.5,2018,Week 12,66872,MIN,-3.5,3.5,GB,24,17,Y,66860,0,2,36,0,Minnesota,KSTP,KSTP4342920
NOS2018,22-Nov-18,22/Nov/2018,22-Nov-2018,8:20,20,NO,-12.5,ATL,48,U,60.5,2018,Week 12,73017,NO,-12.5,12.5,ATL,31,17,Y,73208,0,43,78,0,New Orleans,KNEW,KNEW4342620
CHI2018,18-Nov-18,18/Nov/2018,18-Nov-2018,8:20,20,CHI,-2.5,MIN,45,O,44,2018,Week 11,61651,CHI,-2.5,2.5,MIN,25,20,Y,61500,0,47,79,0,Chicago,KMDW,KMDW4342220
SEA2018,15-Nov-18,15/Nov/2018,15-Nov-2018,8:20,20,SEA,-3,GB,51,O,49,2018,Week 11,69007,SEA,-3,3,GB,27,24,N,68740,0,16,75,0,Seattle,KBFI,KBFI4341920
PHI2018,11-Nov-18,11/Nov/2018,11-Nov-2018,8:20,20,PHI,-7.5,DAL,47,O,45,2018,Week 10,69696,PHI,-7.5,7.5,DAL,20,27,N,69796,0,15,40,0,Philadelphia,KPHL,KPHL4341520
PIT2018,8-Nov-18,08/Nov/2018,08-Nov-2018,8:20,20,PIT,-3.5,CAR,73,O,51,2018,Week 10,62881,PIT,-3.5,3.5,CAR,52,21,Y,68400,0,17,80,0,Pittsburgh,KAGC,KAGC4341220
NEP2018,4-Nov-18,04/Nov/2018,04-Nov-2018,8:20,20,NE,-5,GB,48,U,56.5,2018,Week 9,65878,NE,-5,5,GB,31,17,Y,65878,0,16,27,0,Boston,KBOS,KBOS4340820
SFN2018,1-Nov-18,01/Nov/2018,01-Nov-2018,8:20,20,OAK,-1.5,SF,37,U,44,2018,Week 9,69592,SF,1.5,-1.5,OAK,34,3,Y,75000,0,4,34,0,Oakland,KOAK,KOAK4340520
MIN2018,28-Oct-18,28/Oct/2018,28-Oct-2018,8:20,20,NO,-2.5,MIN,50,U,54.5,2018,Week 8,66801,MIN,2.5,-2.5,NO,20,30,Y,66860,0,2,28,0,Minnesota,KSTP,KSTP4340120
HOU2018,25-Oct-18,25/Oct/2018,25-Oct-2018,8:20,20,HOU,-7.5,MIA,65,O,44.5,2018,Week 8,71726,HOU,-7.5,7.5,MIA,42,23,Y,71995,0,16,74,0,Houston,KHOU,KHOU4339820
KCC2018,21-Oct-18,21/Oct/2018,21-Oct-2018,8:20,20,KC,-6.5,CIN,55,U,56.5,2018,Week 7,75676,KC,-6.5,6.5,CIN,45,10,Y,76416,0,46,84,0,Kansas City,KMKC,KMKC4339420
ARI2018,18-Oct-18,18/Oct/2018,18-Oct-2018,8:20,20,DEN,-1,ARI,55,O,42,2018,Week 7,62359,ARI,1,-1,DEN,10,45,Y,63400,0,12,32,0,Phoenix,KLUF,KLUF4339120
NEP2018,14-Oct-18,14/Oct/2018,14-Oct-2018,8:20,20,NE,-4,KC,83,O,59.5,2018,Week 6,65878,NE,-4,4,KC,43,40,N,65878,0,16,32,0,Boston,KBOS,KBOS4338720
NYG2018,11-Oct-18,11/Oct/2018,11-Oct-2018,8:20,20,PHI,-2,NYG,47,O,45,2018,Week 6,77167,NYG,2,-2,PHI,13,34,Y,82550,0,8,85,0,New York,KFRG,KFRG4338420
HOU2018,7-Oct-18,07/Oct/2018,07-Oct-2018,8:20,20,HOU,-3.5,DAL,35,U,45.5,2018,Week 5,72008,HOU,-3.5,3.5,DAL,19,16,N,71995,0,16,42,0,Houston,KHOU,KHOU4338020
NEP2018,4-Oct-18,04/Oct/2018,04-Oct-2018,8:20,20,NE,-11,IND,62,O,50,2018,Week 5,65878,NE,-11,11,IND,38,24,Y,65878,0,16,50,0,Boston,KBOS,KBOS4337720
PIT2018,30-Sep-18,30/Sep/2018,30-Sep-2018,8:20,20,PIT,-3,BAL,40,U,51.5,2018,Week 4,62030,PIT,-3,3,BAL,14,26,Y,68400,0,17,56,0,Pittsburgh,KAGC,KAGC4337320
LAR2018,27-Sep-18,27/Sep/2018,27-Sep-2018,8:20,20,LAR,-7,MIN,69,O,49,2018,Week 4,72027,LAR,-7,7,MIN,38,31,N,93607,0,2,79,0,Los Angeles,KCQT,KCQT4337020
DET2018,23-Sep-18,23/Sep/2018,23-Sep-2018,8:20,20,NE,-7,DET,36,U,55.5,2018,Week 3,61769,DET,7,-7,NE,26,10,Y,65000,0,16,86,0,Detroit,CYQG,CYQG4336620
CLE2018,20-Sep-18,20/Sep/2018,20-Sep-2018,8:20,20,CLE,-3,NYJ,38,U,41,2018,Week 3,67431,CLE,-3,3,NYJ,21,17,Y,67895,0,19,33,0,Cleveland,KBKL,KBKL4336320
DAL2018,16-Sep-18,16/Sep/2018,16-Sep-2018,8:20,20,DAL,-3,NYG,33,U,42,2018,Week 2,90512,DAL,-3,3,NYG,20,13,Y,105000,0,9,76,0,Dallas,KDAL,KDAL4335920
CIN2018,13-Sep-18,13/Sep/2018,13-Sep-2018,8:20,20,BAL,-1,CIN,57,O,43.5,2018,Week 2,50018,CIN,1,-1,BAL,34,23,Y,65515,0,18,65,0,Cincinnati,KLUK,KLUK4335620
GBP2018,9-Sep-18,09/Sep/2018,09-Sep-2018,8:20,20,GB,-7,CHI,47,O,45,2018,Week 1,78282,GB,-7,7,CHI,24,23,N,81441,0,61,47,0,Green Bay,KGRB,KGRB4335220
PHI2018,6-Sep-18,06/Sep/2018,06-Sep-2018,8:20,20,PHI, PK,ATL,30,U,44,2018,Week 1,69696,PHI, PK,PK,ATL,18,12,PK,69796,0,15,47,0,Philadelphia,KPHL,KPHL4334920
TEN2018,30-Dec-18,30/Dec/2018,30-Dec-2018,8:25,20,IND,-5,TEN,50,O,42.5,2018,Week 17,68978,TEN,5,-5,IND,17,33,Y,69143,0,19,62,0,Nashville,KBNA,KBNA4346420
KCC2017,16-Dec-17,16/Dec/2017,16-Dec-2017,8:25,20,KC, PK,LAC,43,U,47,2017,Week 15,75011,KC, PK,PK,LAC,30,13,PK,76416,0,45,35,0,Kansas City,KMKC,KMKC4308520
IND2017,14-Dec-17,14/Dec/2017,14-Dec-2017,8:25,20,DEN,-3,IND,38,U,40.5,2017,Week 15,63411,IND,3,-3,DEN,13,25,Y,67000,0,9,23,0,Indianapolis,KIND,KIND4308320
ATL2017,7-Dec-17,07/Dec/2017,07-Dec-2017,8:25,20,ATL,-2.5,NO,37,U,51.5,2017,Week 14,72866,ATL,-2.5,2.5,NO,20,17,Y,71000,1,0,23,0,Atlanta,KATL,KATL4307620
DAL2017,30-Nov-17,30/Nov/2017,30-Nov-2017,8:25,20,WAS,-1.5,DAL,52,O,47,2017,Week 13,91712,DAL,1.5,-1.5,SEA,38,14,Y,105000,0,8,73,0,Dallas,KDAL,KDAL4306920
PIT2017,16-Nov-17,16/Nov/2017,16-Nov-2017,8:25,20,PIT,-7,TEN,57,O,44,2017,Week 11,60703,PIT,-7,7,TEN,40,17,Y,68400,0,16,39,0,Pittsburgh,KAGC,KAGC4305520
ARI2017,9-Nov-17,09/Nov/2017,09-Nov-2017,8:25,20,SEA,-6,ARI,38,U,40.5,2017,Week 10,64639,ARI,6,-6,SEA,16,22,N,63400,0,11,23,0,Phoenix,KLUF,KLUF4304820
NYJ2017,2-Nov-17,02/Nov/2017,02-Nov-2017,8:25,20,BUF,-3,NYJ,55,O,42.5,2017,Week 9,77562,NYJ,3,-3,DAL,34,21,Y,82550,0,7,87,0,New York,KFRG,KFRG4304120
BAL2017,26-Oct-17,26/Oct/2017,26-Oct-2017,8:25,20,BAL,-3,MIA,40,O,38,2017,Week 8,70408,BAL,-3,3,HOU,40,0,Y,71008,0,19,86,0,Baltimore,KDMH,KDMH4303420
OAK2017,19-Oct-17,19/Oct/2017,19-Oct-2017,8:25,20,KC,-3,OAK,61,O,46.5,2017,Week 7,55090,OAK,3,-3,CHI,31,30,N,56057,0,51,84,0,San Jose,KSJC,KSJC4302720
CAR2017,12-Oct-17,12/Oct/2017,12-Oct-2017,8:25,20,CAR,-3,PHI,51,O,43.5,2017,Week 6,74373,CAR,-3,3,MIN,23,28,Y,75523,0,21,44,0,Charlotte,KCLT,KCLT4302020
TBB2017,5-Oct-17,05/Oct/2017,05-Oct-2017,8:25,20,NE,-4,TB,33,U,54.5,2017,Week 5,64476,TB,4,-4,NE,14,19,Y,65618,0,19,52,0,Tampa,KTPF,KTPF4301320
GBP2017,28-Sep-17,28/Sep/2017,28-Sep-2017,8:25,20,GB,-7.5,CHI,49,O,44.5,2017,Week 4,78362,GB,-7.5,7.5,CHI,35,14,Y,81441,0,60,67,0,Green Bay,KGRB,KGRB4300620
SFN2017,21-Sep-17,21/Sep/2017,21-Sep-2017,8:25,20,LAR,-3,SF,80,O,40.5,2017,Week 3,70178,SF,3,-3,LAR,39,41,N,75000,0,3,42,0,San Jose,KSJC,KSJC4299920
CIN2017,14-Sep-17,14/Sep/2017,14-Sep-2017,8:25,20,CIN,-5.5,HOU,22,U,38.5,2017,Week 2,52942,CIN,-5.5,5.5,KC,9,13,N,65515,0,17,75,0,Cincinnati,KLUK,KLUK4299220
DET2016,1-Jan-17,01/Jan/2017,01-Jan-2017,8:25,20,GB,-3.5,DET,55,O,50.5,2016,Week 17,66345,DET,3.5,-3.5,GB,24,31,Y,65000,0,14,58,0,Detroit,CYQG,CYQG4273620
HOU2016,24-Dec-16,24/Dec/2016,24-Dec-2016,8:25,20,HOU,-3,CIN,22,U,41.5,2016,Week 16,71836,HOU,-3,3,CIN,12,10,N,71795,0,14,72,0,Houston,KHOU,KHOU4272820
PHI2016,22-Dec-16,22/Dec/2016,22-Dec-2016,8:25,20,PHI,-1,NYG,43,O,42.5,2016,Week 16,69596,PHI,-1,1,NYG,24,19,Y,69796,0,13,41,0,Philadelphia,KPHL,KPHL4272620
NYJ2016,17-Dec-16,17/Dec/2016,17-Dec-2016,8:25,20,MIA,-2.5,NYJ,47,O,41.5,2016,Week 15,78160,NYJ,2.5,-2.5,TEN,13,34,Y,82550,0,6,34,0,New York,KFRG,KFRG4272120
SEA2016,15-Dec-16,15/Dec/2016,15-Dec-2016,8:25,20,SEA,-15.5,LAR,27,U,40.5,2016,Week 15,69067,SEA,-15.5,15.5,MIN,24,3,Y,68740,0,14,35,0,Seattle,KBFI,KBFI4271920
KCC2016,8-Dec-16,08/Dec/2016,08-Dec-2016,8:25,20,KC,-3.5,OAK,34,U,46,2016,Week 14,75191,KC,-3.5,3.5,CLE,21,13,Y,76416,0,44,23,0,Kansas City,KMKC,KMKC4271220
MIN2016,1-Dec-16,01/Dec/2016,01-Dec-2016,8:25,20,DAL,-3,MIN,32,U,43.5,2016,Week 13,66860,MIN,3,-3,JAX,15,17,N,66655,1,0,72,1,Minnesota,KSTP,KSTP4270520
CAR2016,17-Nov-16,17/Nov/2016,17-Nov-2016,8:25,20,CAR,-3.5,NO,43,U,53.5,2016,Week 11,73288,CAR,-3.5,3.5,BAL,23,20,N,75419,0,20,57,0,Charlotte,KCLT,KCLT4269120
BAL2016,10-Nov-16,10/Nov/2016,10-Nov-2016,8:25,20,BAL,-7.5,CLE,35,U,44,2016,Week 10,70921,BAL,-7.5,7.5,NE,28,7,Y,71008,0,18,52,0,Baltimore,KDMH,KDMH4268420
TBB2016,3-Nov-16,03/Nov/2016,03-Nov-2016,8:25,20,ATL,-4.5,TB,71,O,49.5,2016,Week 9,57797,TB,4.5,-4.5,SEA,28,43,Y,65618,0,18,75,0,Tampa,KTPF,KTPF4267720
TEN2016,27-Oct-16,27/Oct/2016,27-Oct-2016,8:25,20,TEN,-3,JAX,58,O,43.5,2016,Week 8,61619,TEN,-3,3,BUF,36,22,Y,69143,0,17,66,0,Nashville,KBNA,KBNA4267020
GBP2016,20-Oct-16,20/Oct/2016,20-Oct-2016,8:25,20,GB,-7.5,CHI,36,U,46.5,2016,Week 7,78217,GB,-7.5,7.5,CHI,26,10,Y,81435,0,59,47,0,Green Bay,KGRB,KGRB4266320
