date information,vs,Score,Type,Line,O/U,Team,Game Outcome,Team Score,Opponent Score,Overtime,Spread Outcome,Spread Wins,Spread Losses,line*,O/U Outcome,Over Wins,Under Wins,Game O/U,Total Score,Game Margin,Day of Week,Date,Season,key,attendance
Sunday 11/25/12,@ L.A. Chargers,"W 16-13
           x",Week 12,"W
                  -1","U
              47",Baltimore,W,16,13,0,W,1,0,-1,U,0,1,47,29,3,Sunday,11/25/12,2012,Week 12Baltimore2012,57882
Sunday 10/29/17,Indianapolis,W 24-23,Week 8,"L
                  -11","O
              44",Cincinnati,W,24,23,0,L,0,1,-11,O,1,0,44,47,1,Sunday,10/29/17,2017,Week 8Cincinnati2017,57901
Sunday 11/17/13,Detroit,W 37-27,Week 11,"W
                  3","O
              45",Pittsburgh,W,37,27,0,W,1,0,3,O,1,0,45,64,10,Sunday,11/17/13,2013,Week 11Pittsburgh2013,57905
Saturday 12/24/16,@ Chicago,W 41-21,Week 16,"W
                  -3","O
              49",Washington,W,41,21,0,W,1,0,-3,O,1,0,49,62,20,Saturday,12/24/16,2016,Week 16Washington2016,57953
Sunday 11/29/15,Oakland,L 21-24,Week 12,"L
                  1","P
              45",Tennessee,L,21,24,0,L,0,1,1,P,0,0,45,45,-3,Sunday,11/29/15,2015,Week 12Tennessee2015,58075
Sunday 10/18/15,@ Jacksonville,W 31-20,Week 6,"W
                  2.5","O
              43.5",Houston,W,31,20,0,W,1,0,2.5,O,1,0,43.5,51,11,Sunday,10/18/15,2015,Week 6Houston2015,58085
Sunday 09/30/12,@ Tampa Bay,W 24-22,Week 4,"W
                  1.5","O
              44.5",Washington,W,24,22,0,W,1,0,1.5,O,1,0,44.5,46,2,Sunday,9/30/12,2012,Week 4Washington2012,58191
Sunday 10/10/10,Jacksonville,L 26-36,Week 5,"L
                  -2.5","O
              41.5",Buffalo,L,26,36,0,L,0,1,-2.5,O,1,0,41.5,62,-10,Sunday,10/10/10,2010,Week 5Buffalo2010,58304
Sunday 10/11/15,@ Tampa Bay,L 31-38,Week 5,"L
                  1","O
              41",Jacksonville,L,31,38,0,L,0,1,1,O,1,0,41,69,-7,Sunday,10/11/15,2015,Week 5Jacksonville2015,58490
Sunday 09/14/14,Atlanta,W 24-10,Week 2,"W
                  -5.5","U
              48.5",Cincinnati,W,24,10,0,W,1,0,-5.5,U,0,1,48.5,34,14,Sunday,9/14/14,2014,Week 2Cincinnati2014,58574
Sunday 11/15/15,@ L.A. Rams,W 37-13,Week 10,"W
                  7.5","O
              42",Chicago,W,37,13,0,W,1,0,7.5,O,1,0,42,50,24,Sunday,11/15/15,2015,Week 10Chicago2015,58653
Sunday 09/09/18,@ Indianapolis,W 34-23,Week 1,"W
                  -1","O
              47.5",Cincinnati,W,34,23,0,W,1,0,-1,O,1,0,47.5,57,11,Sunday,9/9/18,2018,Week 1Cincinnati2018,58699
Sunday 12/06/15,Indianapolis,W 45-10,Week 13,"W
                  -10","O
              50.5",Pittsburgh,W,45,10,0,W,1,0,-10,O,1,0,50.5,55,35,Sunday,12/6/15,2015,Week 13Pittsburgh2015,58701
Thursday 10/13/16,@ L.A. Chargers,L 13-21,Week 6,"L
                  -3","U
              44",Denver,L,13,21,0,L,0,1,-3,U,0,1,44,34,-8,Thursday,10/13/16,2016,Week 6Denver2016,58904
Sunday 10/21/12,@ Tampa Bay,W 35-28,Week 7,"W
                  -1","O
              49.5",New Orleans,W,35,28,0,W,1,0,-1,O,1,0,49.5,63,7,Sunday,10/21/12,2012,Week 7New Orleans2012,58906
Sunday 12/18/11,Detroit,L 27-28,Week 15,"P
                  1","O
              47.5",Oakland,L,27,28,0,P,0,0,1,O,1,0,47.5,55,-1,Sunday,12/18/11,2011,Week 15Oakland2011,59069
Sunday 12/09/18,Carolina,W 26-20,Week 14,"W
                  1","U
              47.5",Cleveland,W,26,20,0,W,1,0,1,U,0,1,47.5,46,6,Sunday,12/9/18,2018,Week 14Cleveland2018,59392
Sunday 11/29/15,L.A. Chargers,L 25-31,Week 12,"L
                  -5","O
              47",Jacksonville,L,25,31,0,L,0,1,-5,O,1,0,47,56,-6,Sunday,11/29/15,2015,Week 12Jacksonville2015,59477
Sunday 11/27/16,@ Chicago,W 27-21,Week 12,"L
                  -6.5","O
              41.5",Tennessee,W,27,21,0,L,0,1,-6.5,O,1,0,41.5,48,6,Sunday,11/27/16,2016,Week 12Tennessee2016,59494
Sunday 12/05/10,New Orleans,L 30-34,Week 13,"W
                  6.5","O
              45",Cincinnati,L,30,34,0,W,1,0,6.5,O,1,0,45,64,-4,Sunday,12/5/10,2010,Week 13Cincinnati2010,59963
Sunday 12/11/16,@ Cleveland,W 23-10,Week 14,"W
                  -4.5","U
              42",Cincinnati,W,23,10,0,W,1,0,-4.5,U,0,1,42,33,13,Sunday,12/11/16,2016,Week 14Cincinnati2016,60028
Sunday 12/10/17,@ Pittsburgh,L 38-39,Week 14,"W
                  6","O
              43",Baltimore,L,38,39,0,W,1,0,6,O,1,0,43,77,-1,Sunday,12/10/17,2017,Week 14Baltimore2017,60069
Sunday 12/15/13,@ Jacksonville,W 27-20,Week 15,"W
                  -4","O
              43",Buffalo,W,27,20,0,W,1,0,-4,O,1,0,43,47,7,Sunday,12/15/13,2013,Week 15Buffalo2013,60085
Sunday 12/24/17,L.A. Rams,L 23-27,Week 16,"W
                  5.5","O
              46",Tennessee,L,23,27,0,W,1,0,5.5,O,1,0,46,50,-4,Sunday,12/24/17,2017,Week 16Tennessee2017,60097
Sunday 09/23/12,N.Y. Jets,"L 20-23
           x",Week 3,"L
                  1","O
              40.5",Miami,L,20,23,0,L,0,1,1,O,1,0,40.5,43,-3,Sunday,9/23/12,2012,Week 3Miami2012,60102
Sunday 09/25/16,@ Jacksonville,W 19-17,Week 3,"L
                  -2.5","U
              45",Baltimore,W,19,17,0,L,0,1,-2.5,U,0,1,45,36,2,Sunday,9/25/16,2016,Week 3Baltimore2016,60127
Sunday 09/10/17,@ L.A. Rams,L 9-46,Week 1,"L
                  3.5","O
              41.5",Indianapolis,L,9,46,0,L,0,1,3.5,O,1,0,41.5,55,-37,Sunday,9/10/17,2017,Week 1Indianapolis2017,60128
Sunday 11/24/13,Carolina,L 16-20,Week 12,"W
                  4.5","U
              40",Miami,L,16,20,0,W,1,0,4.5,U,0,1,40,36,-4,Sunday,11/24/13,2013,Week 12Miami2013,60156
Sunday 11/11/12,Tennessee,L 3-37,Week 10,"L
                  -6.5","U
              44",Miami,L,3,37,0,L,0,1,-6.5,U,0,1,44,40,-34,Sunday,11/11/12,2012,Week 10Miami2012,60165
Sunday 11/22/15,@ Detroit,L 13-18,Week 11,"L
                  -2","U
              50",Oakland,L,13,18,0,L,0,1,-2,U,0,1,50,31,-5,Sunday,11/22/15,2015,Week 11Oakland2015,60202
Sunday 09/27/09,@ L.A. Rams,W 36-17,Week 3,"W
                  -6.5","O
              42.5",Green Bay,W,36,17,0,W,1,0,-6.5,O,1,0,42.5,53,19,Sunday,9/27/09,2009,Week 3Green Bay2009,60234
Sunday 11/17/13,L.A. Chargers,W 20-16,Week 11,"W
                  2.5","U
              44.5",Miami,W,20,16,0,W,1,0,2.5,U,0,1,44.5,36,4,Sunday,11/17/13,2013,Week 11Miami2013,60256
Sunday 10/14/12,@ Arizona,"W 19-16
           x",Week 6,"W
                  5","U
              44",Buffalo,W,19,16,0,W,1,0,5,U,0,1,44,35,3,Sunday,10/14/12,2012,Week 6Buffalo2012,60385
Sunday 11/10/13,@ Pittsburgh,L 10-23,Week 10,"L
                  3","U
              42.5",Buffalo,L,10,23,0,L,0,1,3,U,0,1,42.5,33,-13,Sunday,11/10/13,2013,Week 10Buffalo2013,60406
Thursday 12/05/13,@ Jacksonville,L 20-27,Week 14,"L
                  -3","O
              43.5",Houston,L,20,27,0,L,0,1,-3,O,1,0,43.5,47,-7,Thursday,12/5/13,2013,Week 14Houston2013,60414
Sunday 10/06/13,@ Arizona,L 6-22,Week 5,"L
                  -3","U
              41.5",Carolina,L,6,22,0,L,0,1,-3,U,0,1,41.5,28,-16,Sunday,10/6/13,2013,Week 5Carolina2013,60426
Sunday 12/22/13,Tennessee,L 16-20,Week 16,"P
                  4","U
              44",Jacksonville,L,16,20,0,P,0,0,4,U,0,1,44,36,-4,Sunday,12/22/13,2013,Week 16Jacksonville2013,60559
Sunday 10/20/13,@ Miami,W 23-21,Week 7,"W
                  6","O
              43.5",Buffalo,W,23,21,0,W,1,0,6,O,1,0,43.5,44,2,Sunday,10/20/13,2013,Week 7Buffalo2013,60592
Thursday 11/16/17,Tennessee,W 40-17,Week 11,"W
                  -7","O
              44.5",Pittsburgh,W,40,17,0,W,1,0,-7,O,1,0,44.5,57,23,Thursday,11/16/17,2017,Week 11Pittsburgh2017,60703
Saturday 12/22/18,Washington,W 25-16,Week 16,"L
                  -11.5","O
              37.5",Tennessee,W,25,16,0,L,0,1,-11.5,O,1,0,37.5,41,9,Saturday,12/22/18,2018,Week 16Tennessee2018,60746
Thursday 12/08/11,@ Pittsburgh,L 3-14,Week 14,"W
                  14","U
              40",Cleveland,L,3,14,0,W,1,0,14,U,0,1,40,17,-11,Thursday,12/8/11,2011,Week 14Cleveland2011,60754
Thursday 09/29/16,@ Cincinnati,L 7-22,Week 4,"L
                  7.5","U
              46",Miami,L,7,22,0,L,0,1,7.5,U,0,1,46,29,-15,Thursday,9/29/16,2016,Week 4Miami2016,60834
Sunday 11/10/13,@ Arizona,L 24-27,Week 10,"W
                  3.5","O
              41.5",Houston,L,24,27,0,W,1,0,3.5,O,1,0,41.5,51,-3,Sunday,11/10/13,2013,Week 10Houston2013,60845
Sunday 12/21/14,Kansas City,W 20-12,Week 16,"W
                  -2.5","U
              49.5",Pittsburgh,W,20,12,0,W,1,0,-2.5,U,0,1,49.5,32,8,Sunday,12/21/14,2014,Week 16Pittsburgh2014,60865
Sunday 11/24/13,@ Arizona,L 11-40,Week 12,"L
                  3.5","O
              44.5",Indianapolis,L,11,40,0,L,0,1,3.5,O,1,0,44.5,51,-29,Sunday,11/24/13,2013,Week 12Indianapolis2013,60882
Sunday 10/16/16,@ Tennessee,L 26-28,Week 6,"W
                  7.5","O
              44.5",Cleveland,L,26,28,0,W,1,0,7.5,O,1,0,44.5,54,-2,Sunday,10/16/16,2016,Week 6Cleveland2016,60897
Thursday 11/25/10,@ Detroit,W 45-24,Week 12,"W
                  -6","O
              50.5",New England,W,45,24,0,W,1,0,-6,O,1,0,50.5,69,21,Thursday,11/25/10,2010,Week 12New England2010,60965
Sunday 12/18/11,Miami,L 23-30,Week 15,"L
                  1","O
              42.5",Buffalo,L,23,30,0,L,0,1,1,O,1,0,42.5,53,-7,Sunday,12/18/11,2011,Week 15Buffalo2011,60988
Sunday 11/29/15,L.A. Rams,W 31-7,Week 12,"W
                  -10.5","U
              42",Cincinnati,W,31,7,0,W,1,0,-10.5,U,0,1,42,38,24,Sunday,11/29/15,2015,Week 12Cincinnati2015,61022
Sunday 09/26/10,@ Tampa Bay,W 38-13,Week 3,"W
                  -2","O
              33",Pittsburgh,W,38,13,0,W,1,0,-2,O,1,0,33,51,25,Sunday,9/26/10,2010,Week 3Pittsburgh2010,61036
Sunday 10/21/12,Arizona,W 21-14,Week 7,"P
                  -7","U
              38.5",Minnesota,W,21,14,0,P,0,0,-7,U,0,1,38.5,35,7,Sunday,10/21/12,2012,Week 7Minnesota2012,61068
Sunday 12/02/18,L.A. Chargers,L 30-33,Week 13,"L
                  -3","O
              52.5",Pittsburgh,L,30,33,0,L,0,1,-3,O,1,0,52.5,63,-3,Sunday,12/2/18,2018,Week 13Pittsburgh2018,61069
Sunday 12/18/16,Green Bay,L 27-30,Week 15,"W
                  4.5","O
              40",Chicago,L,27,30,0,W,1,0,4.5,O,1,0,40,57,-3,Sunday,12/18/16,2016,Week 15Chicago2016,61137
Sunday 10/07/12,@ Cincinnati,W 17-13,Week 5,"W
                  3","U
              45",Miami,W,17,13,0,W,1,0,3,U,0,1,45,30,4,Sunday,10/7/12,2012,Week 5Miami2012,61162
Sunday 01/03/16,Detroit,L 20-24,Week 17,"L
                  2.5","U
              45",Chicago,L,20,24,0,L,0,1,2.5,U,0,1,45,44,-4,Sunday,1/3/16,2015,Week 17Chicago2015,61177
Thursday 12/18/14,Tennessee,W 21-13,Week 16,"W
                  -4","U
              39",Jacksonville,W,21,13,0,W,1,0,-4,U,0,1,39,34,8,Thursday,12/18/14,2014,Week 16Jacksonville2014,61202
Sunday 10/22/17,Carolina,W 17-3,Week 7,"W
                  2.5","U
              39.5",Chicago,W,17,3,0,W,1,0,2.5,U,0,1,39.5,20,14,Sunday,10/22/17,2017,Week 7Chicago2017,61256
Sunday 11/12/17,Green Bay,L 16-23,Week 10,"L
                  -4.5","O
              37.5",Chicago,L,16,23,0,L,0,1,-4.5,O,1,0,37.5,39,-7,Sunday,11/12/17,2017,Week 10Chicago2017,61285
Sunday 12/27/15,San Francisco,W 32-17,Week 16,"W
                  -8.5","O
              42.5",Detroit,W,32,17,0,W,1,0,-8.5,O,1,0,42.5,49,15,Sunday,12/27/15,2015,Week 16Detroit2015,61313
Sunday 10/19/14,@ Jacksonville,L 6-24,Week 7,"L
                  -4","U
              44.5",Cleveland,L,6,24,0,L,0,1,-4,U,0,1,44.5,30,-18,Sunday,10/19/14,2014,Week 7Cleveland2014,61341
Sunday 11/20/16,@ Cincinnati,W 16-12,Week 11,"W
                  2.5","U
              48",Buffalo,W,16,12,0,W,1,0,2.5,U,0,1,48,28,4,Sunday,11/20/16,2016,Week 11Buffalo2016,61356
Sunday 12/01/13,@ L.A. Chargers,W 17-10,Week 13,"W
                  -2.5","U
              48.5",Cincinnati,W,17,10,0,W,1,0,-2.5,U,0,1,48.5,27,7,Sunday,12/1/13,2013,Week 13Cincinnati2013,61536
Sunday 12/22/13,Minnesota,W 42-14,Week 16,"W
                  -7.5","O
              48",Cincinnati,W,42,14,0,W,1,0,-7.5,O,1,0,48,56,28,Sunday,12/22/13,2013,Week 16Cincinnati2013,61555
Thursday 12/04/14,@ Chicago,W 41-28,Week 14,"W
                  -4","O
              50.5",Dallas,W,41,28,0,W,1,0,-4,O,1,0,50.5,69,13,Thursday,12/4/14,2014,Week 14Dallas2014,61558
Sunday 12/30/12,@ Cincinnati,L 17-23,Week 17,"L
                  5.5","U
              43",Baltimore,L,17,23,0,L,0,1,5.5,U,0,1,43,40,-6,Sunday,12/30/12,2012,Week 17Baltimore2012,61565
Sunday 09/11/11,Tennessee,W 16-14,Week 1,"W
                  1","U
              38",Jacksonville,W,16,14,0,W,1,0,1,U,0,1,38,30,2,Sunday,9/11/11,2011,Week 1Jacksonville2011,61619
Thursday 10/27/16,@ Tennessee,L 22-36,Week 8,"L
                  3","O
              43.5",Jacksonville,L,22,36,0,L,0,1,3,O,1,0,43.5,58,-14,Thursday,10/27/16,2016,Week 8Jacksonville2016,61619
Sunday 12/09/18,L.A. Rams,W 15-6,Week 14,"W
                  3","U
              51",Chicago,W,15,6,0,W,1,0,3,U,0,1,51,21,9,Sunday,12/9/18,2018,Week 14Chicago2018,61695
Sunday 09/17/17,Tennessee,L 16-37,Week 2,"L
                  1","O
              42",Jacksonville,L,16,37,0,L,0,1,1,O,1,0,42,53,-21,Sunday,9/17/17,2017,Week 2Jacksonville2017,61709
Sunday 12/23/18,N.Y. Giants,W 28-27,Week 16,"L
                  -10","O
              48.5",Indianapolis,W,28,27,0,L,0,1,-10,O,1,0,48.5,55,1,Sunday,12/23/18,2018,Week 16Indianapolis2018,61738
Sunday 09/23/18,@ Detroit,L 10-26,Week 3,"L
                  -7","U
              55",New England,L,10,26,0,L,0,1,-7,U,0,1,55,36,-16,Sunday,9/23/18,2018,Week 3New England2018,61769
Sunday 10/11/09,@ Arizona,L 21-28,Week 5,"L
                  5.5","U
              50.5",Houston,L,21,28,0,L,0,1,5.5,U,0,1,50.5,49,-7,Sunday,10/11/09,2009,Week 5Houston2009,61819
Sunday 12/06/09,Oakland,L 24-27,Week 13,"L
                  -14.5","O
              37",Pittsburgh,L,24,27,0,L,0,1,-14.5,O,1,0,37,51,-3,Sunday,12/6/09,2009,Week 13Pittsburgh2009,61820
Sunday 11/14/10,Seattle,L 18-36,Week 10,"L
                  -3.5","O
              41",Arizona,L,18,36,0,L,0,1,-3.5,O,1,0,41,54,-18,Sunday,11/14/10,2010,Week 10Arizona2010,61904
Sunday 11/18/18,Carolina,W 20-19,Week 11,"W
                  4","U
              48",Detroit,W,20,19,0,W,1,0,4,U,0,1,48,39,1,Sunday,11/18/18,2018,Week 11Detroit2018,61999
Sunday 11/27/11,@ Jacksonville,W 20-13,Week 12,"W
                  -6","U
              37",Houston,W,20,13,0,W,1,0,-6,U,0,1,37,33,7,Sunday,11/27/11,2011,Week 12Houston2011,62004
Sunday 09/30/18,@ Pittsburgh,W 26-14,Week 4,"W
                  3","U
              51",Baltimore,W,26,14,0,W,1,0,3,U,0,1,51,40,12,Sunday,9/30/18,2018,Week 4Baltimore2018,62030
Sunday 09/12/10,Detroit,W 19-14,Week 1,"L
                  -6.5","U
              44.5",Chicago,W,19,14,0,L,0,1,-6.5,U,0,1,44.5,33,5,Sunday,9/12/10,2010,Week 1Chicago2010,62080
Sunday 12/18/16,Pittsburgh,L 20-24,Week 15,"L
                  3","U
              45.5",Cincinnati,L,20,24,0,L,0,1,3,U,0,1,45.5,44,-4,Sunday,12/18/16,2016,Week 15Cincinnati2016,62096
Sunday 11/26/17,Green Bay,W 31-28,Week 12,"L
                  -14","O
              42.5",Pittsburgh,W,31,28,0,L,0,1,-14,O,1,0,42.5,59,3,Sunday,11/26/17,2017,Week 12Pittsburgh2017,62147
Sunday 12/27/15,@ Tennessee,W 34-6,Week 16,"W
                  -3.5","O
              39",Houston,W,34,6,0,W,1,0,-3.5,O,1,0,39,40,28,Sunday,12/27/15,2015,Week 16Houston2015,62153
Sunday 12/17/17,Miami,W 24-16,Week 15,"W
                  -3.5","O
              39.5",Buffalo,W,24,16,0,W,1,0,-3.5,O,1,0,39.5,40,8,Sunday,12/17/17,2017,Week 15Buffalo2017,62202
Sunday 09/08/13,@ Chicago,L 21-24,Week 1,"P
                  3","O
              41.5",Cincinnati,L,21,24,0,P,0,0,3,O,1,0,41.5,45,-3,Sunday,9/8/13,2013,Week 1Cincinnati2013,62213
Sunday 12/12/10,@ Arizona,L 13-43,Week 14,"L
                  -4","O
              44.5",Denver,L,13,43,0,L,0,1,-4,O,1,0,44.5,56,-30,Sunday,12/12/10,2010,Week 14Denver2010,62223
Monday 12/09/13,@ Chicago,L 28-45,Week 14,"L
                  1.5","O
              49",Dallas,L,28,45,0,L,0,1,1.5,O,1,0,49,73,-17,Monday,12/9/13,2013,Week 14Dallas2013,62229
Sunday 09/20/09,@ Chicago,L 14-17,Week 2,"L
                  -3","U
              38",Pittsburgh,L,14,17,0,L,0,1,-3,U,0,1,38,31,-3,Sunday,9/20/09,2009,Week 2Pittsburgh2009,62231
Sunday 11/21/10,@ Jacksonville,L 20-24,Week 11,"L
                  2.5","O
              43",Cleveland,L,20,24,0,L,0,1,2.5,O,1,0,43,44,-4,Sunday,11/21/10,2010,Week 11Cleveland2010,62254
Sunday 10/28/12,Carolina,W 23-22,Week 8,"L
                  -8.5","O
              42",Chicago,W,23,22,0,L,0,1,-8.5,O,1,0,42,45,1,Sunday,10/28/12,2012,Week 8Chicago2012,62254
Sunday 11/01/09,@ Chicago,L 6-30,Week 8,"L
                  11.5","U
              39.5",Cleveland,L,6,30,0,L,0,1,11.5,U,0,1,39.5,36,-24,Sunday,11/1/09,2009,Week 8Cleveland2009,62262
Monday 10/22/12,Detroit,W 13-7,Week 7,"L
                  -6.5","U
              46",Chicago,W,13,7,0,L,0,1,-6.5,U,0,1,46,20,6,Monday,10/22/12,2012,Week 7Chicago2012,62300
Sunday 11/25/12,Minnesota,W 28-10,Week 12,"W
                  -6.5","U
              38.5",Chicago,W,28,10,0,W,1,0,-6.5,U,0,1,38.5,38,18,Sunday,11/25/12,2012,Week 12Chicago2012,62306
Sunday 11/08/09,Arizona,L 21-41,Week 9,"L
                  -1","O
              44.5",Chicago,L,21,41,0,L,0,1,-1,O,1,0,44.5,62,-20,Sunday,11/8/09,2009,Week 9Chicago2009,62309
Sunday 11/01/15,Minnesota,L 20-23,Week 8,"L
                  1.5","U
              43.5",Chicago,L,20,23,0,L,0,1,1.5,U,0,1,43.5,43,-3,Sunday,11/1/15,2015,Week 8Chicago2015,62311
Sunday 11/14/10,@ Jacksonville,L 24-31,Week 10,"L
                  1","O
              48",Houston,L,24,31,0,L,0,1,1,O,1,0,48,55,-7,Sunday,11/14/10,2010,Week 10Houston2010,62340
Sunday 10/18/15,@ Tennessee,W 38-10,Week 6,"W
                  2.5","O
              44",Miami,W,38,10,0,W,1,0,2.5,O,1,0,44,48,28,Sunday,10/18/15,2015,Week 6Miami2015,62342
Sunday 12/12/10,@ Chicago,W 36-7,Week 14,"W
                  -3","O
              37.5",New England,W,36,7,0,W,1,0,-3,O,1,0,37.5,43,29,Sunday,12/12/10,2010,Week 14New England2010,62347
Sunday 12/16/18,Green Bay,W 24-17,Week 15,"W
                  -5.5","U
              46.5",Chicago,W,24,17,0,W,1,0,-5.5,U,0,1,46.5,41,7,Sunday,12/16/18,2018,Week 15Chicago2018,62372
Sunday 09/16/18,@ Tennessee,L 17-20,Week 2,"L
                  -3.5","U
              41",Houston,L,17,20,0,L,0,1,-3.5,U,0,1,41,37,-3,Sunday,9/16/18,2018,Week 2Houston2018,62372
Sunday 10/21/18,@ Chicago,W 38-31,Week 7,"W
                  -1","O
              48.5",New England,W,38,31,0,W,1,0,-1,O,1,0,48.5,69,7,Sunday,10/21/18,2018,Week 7New England2018,62389
Sunday 12/29/13,@ Cincinnati,L 17-34,Week 17,"L
                  6.5","O
              43",Baltimore,L,17,34,0,L,0,1,6.5,O,1,0,43,51,-17,Sunday,12/29/13,2013,Week 17Baltimore2013,62406
Sunday 10/19/14,@ Chicago,W 27-14,Week 7,"W
                  3","U
              47.5",Miami,W,27,14,0,W,1,0,3,U,0,1,47.5,41,13,Sunday,10/19/14,2014,Week 7Miami2014,62413
Sunday 09/21/14,Green Bay,W 19-7,Week 3,"W
                  -1","U
              51",Detroit,W,19,7,0,W,1,0,-1,U,0,1,51,26,12,Sunday,9/21/14,2014,Week 3Detroit2014,62418
Sunday 09/07/14,@ Chicago,"W 23-20
           x",Week 1,"W
                  7","U
              47",Buffalo,W,23,20,0,W,1,0,7,U,0,1,47,43,3,Sunday,9/7/14,2014,Week 1Buffalo2014,62425
Sunday 09/08/13,Minnesota,W 34-24,Week 1,"W
                  -4","O
              46",Detroit,W,34,24,0,W,1,0,-4,O,1,0,46,58,10,Sunday,9/8/13,2013,Week 1Detroit2013,62461
Sunday 10/02/11,New Orleans,L 10-23,Week 4,"L
                  9","U
              45",Jacksonville,L,10,23,0,L,0,1,9,U,0,1,45,33,-13,Sunday,10/2/11,2011,Week 4Jacksonville2011,62471
Sunday 10/26/14,Indianapolis,W 51-34,Week 8,"W
                  5","O
              48",Pittsburgh,W,51,34,0,W,1,0,5,O,1,0,48,85,17,Sunday,10/26/14,2014,Week 8Pittsburgh2014,62479
Sunday 01/01/12,@ Jacksonville,L 13-19,Week 17,"L
                  3","U
              36.5",Indianapolis,L,13,19,0,L,0,1,3,U,0,1,36.5,32,-6,Sunday,1/1/12,2011,Week 17Indianapolis2011,62481
Sunday 12/11/11,@ L.A. Chargers,L 10-37,Week 14,"L
                  7","U
              49.5",Buffalo,L,10,37,0,L,0,1,7,U,0,1,49.5,47,-27,Sunday,12/11/11,2011,Week 14Buffalo2011,62494
Sunday 12/12/10,Oakland,W 38-31,Week 14,"W
                  -3.5","O
              41",Jacksonville,W,38,31,0,W,1,0,-3.5,O,1,0,41,69,7,Sunday,12/12/10,2010,Week 14Jacksonville2010,62570
Sunday 12/18/11,New Orleans,L 20-42,Week 15,"L
                  7","O
              53.5",Minnesota,L,20,42,0,L,0,1,7,O,1,0,53.5,62,-22,Sunday,12/18/11,2011,Week 15Minnesota2011,62623
Sunday 12/29/13,Green Bay,L 28-33,Week 17,"L
                  3","O
              51",Chicago,L,28,33,0,L,0,1,3,O,1,0,51,61,-5,Sunday,12/29/13,2013,Week 17Chicago2013,62708
Sunday 12/03/17,@ Tennessee,L 13-24,Week 13,"L
                  7","U
              42.5",Houston,L,13,24,0,L,0,1,7,U,0,1,42.5,37,-11,Sunday,12/3/17,2017,Week 13Houston2017,62758
Sunday 10/05/14,@ Detroit,W 17-14,Week 5,"W
                  4.5","U
              43",Buffalo,W,17,14,0,W,1,0,4.5,U,0,1,43,31,3,Sunday,10/5/14,2014,Week 5Buffalo2014,62775
Sunday 09/13/09,Denver,L 7-12,Week 1,"L
                  -4.5","U
              42",Cincinnati,L,7,12,0,L,0,1,-4.5,U,0,1,42,19,-5,Sunday,9/13/09,2009,Week 1Cincinnati2009,62831
Sunday 12/02/12,Carolina,W 27-21,Week 13,"W
                  5.5","O
              41",Kansas City,W,27,21,0,W,1,0,5.5,O,1,0,41,48,6,Sunday,12/2/12,2012,Week 13Kansas City2012,62860
Sunday 01/01/12,@ Minnesota,W 17-13,Week 17,"W
                  1.5","U
              41.5",Chicago,W,17,13,0,W,1,0,1.5,U,0,1,41.5,30,4,Sunday,1/1/12,2011,Week 17Chicago2011,62867
Thursday 11/08/18,Carolina,W 52-21,Week 10,"W
                  -3.5","O
              51",Pittsburgh,W,52,21,0,W,1,0,-3.5,O,1,0,51,73,31,Thursday,11/8/18,2018,Week 10Pittsburgh2018,62881
Sunday 09/16/12,@ Jacksonville,W 27-7,Week 2,"W
                  -6.5","U
              40",Houston,W,27,7,0,W,1,0,-6.5,U,0,1,40,34,20,Sunday,9/16/12,2012,Week 2Houston2012,62907
Sunday 01/03/16,@ Miami,L 10-20,Week 17,"L
                  -10","U
              46.5",New England,L,10,20,0,L,0,1,-10,U,0,1,46.5,30,-10,Sunday,1/3/16,2015,Week 17New England2015,62918
Monday 10/24/11,@ Jacksonville,L 7-12,Week 7,"L
                  -10","U
              38.5",Baltimore,L,7,12,0,L,0,1,-10,U,0,1,38.5,19,-5,Monday,10/24/11,2011,Week 7Baltimore2011,62976
Sunday 09/16/12,Cleveland,W 34-27,Week 2,"P
                  -7","O
              39.5",Cincinnati,W,34,27,0,P,0,0,-7,O,1,0,39.5,61,7,Sunday,9/16/12,2012,Week 2Cincinnati2012,63036
Sunday 10/22/17,Jacksonville,L 0-27,Week 7,"L
                  3","U
              41",Indianapolis,L,0,27,0,L,0,1,3,U,0,1,41,27,-27,Sunday,10/22/17,2017,Week 7Indianapolis2017,63104
Sunday 10/03/10,@ Jacksonville,L 28-31,Week 4,"L
                  -7","O
              45.5",Indianapolis,L,28,31,0,L,0,1,-7,O,1,0,45.5,59,-3,Sunday,10/3/10,2010,Week 4Indianapolis2010,63111
Sunday 11/09/14,@ Detroit,L 16-20,Week 10,"L
                  3","U
              43",Miami,L,16,20,0,L,0,1,3,U,0,1,43,36,-4,Sunday,11/9/14,2014,Week 10Miami2014,63179
Sunday 12/23/12,@ Pittsburgh,W 13-10,Week 16,"W
                  3","U
              41",Cincinnati,W,13,10,0,W,1,0,3,U,0,1,41,23,3,Sunday,12/23/12,2012,Week 16Cincinnati2012,63236
