Key2,GameKey,FullDate,Month,Day,Year,Date2,Date3,Season,Start (ET),Hour,Start-Military,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,SO,Attendance,Notes,MonthW,MoneyLineAway,MoneyLineHome,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Latitude.x,Longitude.x,Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction,Daily High Wind Gust,Daily Cloud Cover percent,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predomite Weather,Daily Weather Code,Daily Weather Text,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Militaryminusfour,Minus Four Temperature,Minus Four Feels Like,Minus Four Dew Point,Minus Four Relative Humidity,Minus Four Wet Bulb Temp,Minus Four Wind Direction,Minus Four Wind Speed,Minus Four Cloud Cover percent,Minus Four Cloud Ceiling,Minus Four Cloud Cover Type,Minus Four Visibility,Minus Four Solar Irradiance Beam,Minus Four Solar Irradiance Diffuse,Minus Four Solar Irradiance Global,Minus Four Solar Irradiance Possible Beam,Minus Four Solar Irradiance Possible Global,Minus Four Solar Irradiance ET,Minus Four Probability of Precipitation,Minus Four Water EQ,Minus Four Snowfall,Minus Four Pressure Inches,Minus Four Pressure Millibars,Minus Four Weather Code Digit Numeric,Minus Four Weather Code Alpha Numeric,Minus Four Weather Text
CYED 04/Apr/2019 17,EDM43559,4/4/19,4,4,2019,4-Apr-19,4-Apr-19,2019, 9:00 PM,9,21,SJS,3,EDM,2,0,0,"18,347",0,Apr,-146,132,NA,-1.5,1.5 (0.5),U,6.5,Thursday,EDM2019,18347,0,2,Edmonton,CYED,CYED43559,CYED,O,4-Apr-19,MST,53.667,-113.467,2257,35,28,31,34,17,28,23,25,87,69,79,32,27,29,16,7,41,16,99,9,2364,445,2808,0,798,0,0,29.99,29.7,29.88,1018.8,1007.3,1014.7,40,MC,Overcast,32,32,27,80,30,40,3,100,20,OVC,9,0,0,0,0,0,0,0,0,0,29.99,1018.8,40,MC,Overcast,17,34,28,27,75,31,50,6,100,75,BKN,9,106,21,128,213,234,305,0,0,0,29.95,1017.5,42,MC,Mostly Cloudy
CYED 04/Dec/2015 17,EDM42342,12/4/15,12,4,2015,4-Dec-15,4-Dec-15,2016, 9:00 PM,9,21,DAL,1,EDM,2,1,0,"16,839",0,Dec,-139,126,NA,-1.5,1.5 (2.5),U,5.5,Friday,EDM2016,17100,0,41,Edmonton,CYED,CYED42342,CYED,O,4-Dec-15,MST,53.667,-113.467,2244,40,18,30,37,17,27,18,24,100,60,79,33,21,28,9,6,247,9,17,9,480,57,537,286,462,0,0,29.7,29.25,29.49,1008.6,993.4,1001.5,46,CLR,Fair,28,21,23,80,27,230,7,9,193,CLR,9,0,0,0,0,0,0,0,0,0,29.67,1007.5,46,CLR,Fair,17,32,26,25,75,29,220,6,20,195,CLR,9,0,0,0,0,0,0,0,0,0,29.61,1005.8,46,CLR,Fair
CYED 04/Dec/2016 17,EDM42708,12/4/16,12,4,2016,4-Dec-16,4-Dec-16,2017, 9:30 PM,9,21,MIN,2,EDM,1,1,0,"18,347",0,Dec,-128,116,NA,-1.5,1.5 (0.5),U,5,Sunday,EDM2017,18347,1,0,Edmonton,CYED,CYED42708,CYED,O,4-Dec-16,MST,53.667,-113.467,2244,28,3,17,27,-16,16,-2,9,86,54,71,23,4,16,23,13,302,35,83,7.6,452,56,507,186,462,0,0,29.94,29.61,29.7,1018.3,1006.1,1009.5,46,CLR,Fair,5,-16,-2,72,4,330,21,100,26,OVC,9,0,0,0,0,0,0,0,0,0,29.85,1015.6,40,MC,Overcast,17,16,0,12,86,15,340,16,100,10,VV,1.2,0,0,0,0,0,0,0,0,0,29.72,1010.5,9,SNOW,Light Snow
CYED 04/Feb/2015 16,EDM42039,2/4/15,2,4,2015,4-Feb-15,4-Feb-15,2015, 8:00 PM,8,20,PIT,2,EDM,0,0,0,"16,839",0,Feb,-210,188,NA,-1.5 (0.5),1.5,U,5.5,Wednesday,EDM2015,17100,0,40,Edmonton,CYED,CYED42039,CYED,O,4-Feb-15,MST,53.667,-113.467,2244,30,-5,16,30,-18,19,-11,7,86,59,68,26,-5,13,14,8,231,20,57,13,778,119,897,162,546,0,0,30.11,29.78,29.86,1026,1012.8,1016.3,42,MC,Mostly Cloudy,23,15,18,80,21,260,7,70,41,OVC,15,0,0,0,0,0,0,0,0,0,29.79,1013.5,42,MC,Mostly Cloudy,16,30,30,18,60,26,290,3,40,130,SCT,15,52,6,58,63,69,90,0,0,0,29.79,1012.9,44,PC,Partly Cloudy
CYED 04/Jan/2015 17,EDM42008,1/4/15,1,4,2015,4-Jan-15,4-Jan-15,2015, 9:30 PM,9,21,NYI,2,EDM,5,0,0,"16,839",0,Jan,-178,160,NA,-1.5,1.5 (4.5),O,5.5,Sunday,EDM2015,17100,0,40,Edmonton,CYED,CYED42008,CYED,O,4-Jan-15,MST,53.667,-113.467,2244,-9,-26,-18,-9,-44,-18,-33,-26,70,58,64,-10,-25,-18,9,6,236,33,28,9,512,53,565,413,458,0,0,30.58,30.04,30.41,1044,1024.5,1038.1,46,CLR,Fair,-17,-17,-26,63,-17,160,3,100,172,CLR,9,0,0,0,0,0,0,0,0,0,30.15,1029.2,46,CLR,Fair,17,-11,-28,-20,63,-12,220,8,10,189,CLR,9,0,0,0,0,0,0,0,0,0,30.34,1035.7,46,CLR,Fair
CYED 04/Jan/2016 17,EDM42373,1/4/16,1,4,2016,4-Jan-16,4-Jan-16,2016, 9:00 PM,9,21,CAR,0,EDM,1,1,0,"16,839",0,Jan,-105,-105,NA,1.5 (0.5),-1.5,U,5.5,Monday,EDM2016,17100,0,41,Edmonton,CYED,CYED42373,CYED,O,4-Jan-16,MST,53.667,-113.467,2244,15,-8,5,15,-20,7,-6,1,92,69,85,13,-4,4,15,8,286,15,12,9,523,53,576,425,458,0,0,29.95,29.78,29.88,1019.7,1014,1017.3,46,CLR,Fair,5,-5,1,85,4,300,5,40,176,CLR,9,0,0,0,0,0,0,0,0,0,29.95,1019.7,46,CLR,Fair,17,10,10,5,79,9,270,3,10,190,CLR,9,0,0,0,0,0,0,0,0,0,29.92,1018.9,46,CLR,Fair
CYED 04/Jan/2018 17,EDM43104,1/4/18,1,4,2018,4-Jan-18,4-Jan-18,2018, 9:00 PM,9,21,ANA,1,EDM,2,1,1,"18,347",0,Jan,111,-123,NA,1.5 (0.5),-1.5,U,5.5,Thursday,EDM2018,18347,0,1,Edmonton,CYED,CYED43104,CYED,O,4-Jan-18,MST,53.667,-113.467,2244,35,16,25,34,13,23,14,18,86,65,76,30,17,23,9,4,232,9,56,7.2,298,53,350,54,458,0,0,30.04,29.98,30.01,1020.7,1019.2,1019.9,46,CLR,Fair,21,21,16,80,20,120,3,5,400,CLR,1.2,0,0,0,0,0,0,0,0,0,29.99,1019.5,46,CLR,Fair,17,23,23,19,86,22,60,2,30,206,CLR,9,0,0,0,0,0,0,0,0,0,30.01,1020.1,46,CLR,Fair
CYED 04/Mar/2014 17,EDM41702,3/4/14,3,4,2014,4-Mar-14,4-Mar-14,2014, 9:30 PM,9,21,OTT,2,EDM,3,0,0,"16,839",0,Mar,-104,-104,NA,-1.5,1.5 (2.5),U,5.5,Tuesday,EDM2014,17100,0,39,Edmonton,CYED,CYED41702,CYED,O,4-Mar-14,MST,53.667,-113.467,2244,2,-11,-2,1,-18,-8,-17,-10,77,60,68,0,-10,-3,9,4,84,9,70,7.6,1837,247,2083,243,666,0.02,0.2,30.03,29.97,30,1023.1,1020.9,1022.3,40,MC,Overcast,-6,-6,-11,77,-6,100,3,70,62,BKN,9,0,0,0,0,0,0,0,0,0,30,1022.5,42,MC,Mostly Cloudy,17,1,1,-8,65,0,80,3,60,180,CLR,8,51,7,58,73,80,104,0,0,0,30.01,1022.8,46,CLR,Fair
CYED 05/Apr/2018 17,EDM43195,4/5/18,4,5,2018,5-Apr-18,5-Apr-18,2018, 9:00 PM,9,21,VGK,3,EDM,4,0,0,"18,347",0,Apr,-128,116,NA,-1.5,1.5 (2.5),O,6,Thursday,EDM2018,18347,0,1,Edmonton,CYED,CYED43195,CYED,O,5-Apr-18,MST,53.667,-113.467,2244,12,0,6,12,-11,-2,-12,-8,61,43,52,9,0,4,14,7,334,18,15,10.5,4098,453,4551,640,802,0,0,30.47,30.24,30.38,1037.9,1029.1,1034.3,46,CLR,Fair,3,3,-9,55,1,0,0,26,400,CLR,9,0,0,0,0,0,0,0,0,0,30.46,1037.6,46,CLR,Fair,17,10,-1,-4,52,8,80,8,43,363,CLR,9,172,22,194,219,241,312,0,0,0,30.42,1036,46,CLR,Fair
CYED 05/Dec/2013 17,EDM41613,12/5/13,12,5,2013,5-Dec-13,5-Dec-13,2014, 9:30 PM,9,21,COL,2,EDM,8,0,0,"16,839",0,Dec,-130,120,NA,-1.5,1.5 (7.5),O,5.5,Thursday,EDM2014,17100,0,39,Edmonton,CYED,CYED41613,CYED,O,5-Dec-13,MST,53.667,-113.467,2244,-7,-16,-12,-7,-35,-14,-24,-19,72,64,68,-8,-14,-12,12,7,328,12,83,7.4,397,56,454,142,461,0,0,30.55,30.31,30.42,1042.7,1033.2,1037.8,40,MC,Overcast,-13,-34,-21,65,-13,340,12,100,12,OVC,4,0,0,0,0,0,0,0,0,0,30.53,1042,9,SNOW,Light Snow,17,-13,-30,-21,66,-13,320,8,90,159,CLR,9,0,0,0,0,0,0,0,0,0,30.48,1039.6,46,CLR,Fair
CYED 05/Feb/2018 17,EDM43136,2/5/18,2,5,2018,5-Feb-18,5-Feb-18,2018, 9:00 PM,9,21,TBL,2,EDM,6,0,0,"18,347",0,Feb,-138,125,NA,-1.5,1.5 (5.5),O,6,Monday,EDM2018,18347,0,1,Edmonton,CYED,CYED43136,CYED,O,5-Feb-18,MST,53.667,-113.467,2244,6,-14,-2,6,-22,-6,-18,-10,77,55,68,4,-13,-2,9,5,252,9,46,10.2,1160,122,1282,439,550,0.01,0,30.23,29.97,30.11,1030.2,1021.5,1025.9,46,CLR,Fair,-9,-22,-15,77,-10,180,5,25,400,CLR,9,0,0,0,0,0,0,0,0,0,29.97,1021.5,46,CLR,Fair,17,-2,-2,-11,65,-3,180,3,1,207,CLR,9,2,0,2,2,2,2,0,0,0,30.04,1023.4,46,CLR,Fair
CYED 05/Feb/2019 17,EDM43501,2/5/19,2,5,2019,5-Feb-19,5-Feb-19,2019, 9:00 PM,9,21,CHI,6,EDM,2,0,0,"18,347",0,Feb,130,-144,NA,1.5 (5.5),-1.5,O,6.5,Tuesday,EDM2019,18347,0,2,Edmonton,CYED,CYED43501,CYED,O,5-Feb-19,MST,53.667,-113.467,2257,-16,-38,-25,-17,-35,-24,-42,-32,73,60,67,-17,-34,-25,7,2,77,7,15,8.1,1182,122,1304,494,550,0.15,1.2,30.32,30.05,30.14,1032.3,1026.3,1028.9,46,CLR,Fair,-22,-22,-29,68,-22,90,2,5,89,FEW,9,0,0,0,0,0,0,99,0.05,0.2,30.19,1031.6,45,CLR,Mostly Clear,17,-18,-32,-27,62,-18,40,5,5,99,CLR,9,2,0,2,2,2,2,0,0,0,30.15,1030.1,6,SNOW,Heavy Snow
CYED 05/Jan/2014 16,EDM41644,1/5/14,1,5,2014,5-Jan-14,5-Jan-14,2014, 8:00 PM,8,20,TBL,3,EDM,5,0,0,"16,839",0,Jan,-143,132,NA,-1.5,1.5 (3.5),O,5.5,Sunday,EDM2014,17100,0,39,Edmonton,CYED,CYED41644,CYED,O,5-Jan-14,MST,53.667,-113.467,2244,-5,-37,-19,-5,-40,-12,-45,-25,79,60,69,-6,-36,-19,5,2,178,5,50,14.7,457,55,512,235,459,0.03,0.3,30.73,30.28,30.58,1049.8,1033.6,1044.7,28,SNOW,Ice Crystals,-9,-9,-14,79,-9,110,3,100,170,OVC,15,0,0,0,0,0,0,0,0,0,30.43,1039.9,40,MC,Overcast,16,-12,-12,-18,73,-12,110,2,100,203,OVC,15,2,0,2,3,3,4,0,0,0,30.54,1043.7,50,PC,High Overcast
CYED 05/Mar/2018 17,EDM43164,3/5/18,3,5,2018,5-Mar-18,5-Mar-18,2018, 9:00 PM,9,21,ARI,3,EDM,4,1,0,"18,347",0,Mar,144,-160,NA,1.5 (0.5),-1.5,O,5.5,Monday,EDM2018,18347,0,1,Edmonton,CYED,CYED43164,CYED,O,5-Mar-18,MST,53.667,-113.467,2244,18,-8,3,18,-19,8,-12,-2,92,58,81,15,-8,2,9,4,273,9,34,10.2,2027,252,2278,413,669,0,0,30.21,30.14,30.16,1028.9,1026,1027.2,46,CLR,Fair,-4,-4,-7,86,-5,350,1,10,334,FEW,15,0,0,0,0,0,0,0,0,0,30.17,1027.6,45,CLR,Mostly Clear,17,18,18,8,65,15,0,1,5,204,CLR,9,75,8,83,77,85,109,0,0,0,30.14,1026.2,46,CLR,Fair
CYED 06/Apr/2014 16,EDM41735,4/6/14,4,6,2014,6-Apr-14,6-Apr-14,2014, 8:00 PM,8,20,ANA,2,EDM,4,0,0,"16,839",0,Apr,-163,150,NA,-1.5,1.5 (3.5),O,5.5,Sunday,EDM2014,17100,0,39,Edmonton,CYED,CYED41735,CYED,O,6-Apr-14,MST,53.667,-113.467,2244,49,32,40,48,26,30,19,24,65,40,54,39,28,34,18,10,290,28,49,9,3913,460,4373,495,807,0,0,29.94,29.62,29.76,1016.1,1005.1,1010.1,42,MC,Mostly Cloudy,37,33,21,52,32,270,5,20,78,SCT,9,0,0,0,0,0,0,0,0,0,29.88,1014.4,44,PC,Partly Cloudy,16,48,43,25,40,39,330,12,35,185,CLR,9,303,37,340,367,404,524,0,0,0,29.8,1011,46,CLR,Fair
CYED 06/Apr/2016 15,EDM42466,4/6/16,4,6,2016,6-Apr-16,6-Apr-16,2016, 7:00 PM,7,19,VAN,2,EDM,6,0,0,"16,839",0,Apr,141,-156,NA,1.5,-1.5 (2.5),O,5,Wednesday,EDM2016,17100,0,41,Edmonton,CYED,CYED42466,CYED,O,6-Apr-16,MST,53.667,-113.467,2244,54,32,46,53,30,32,23,26,65,34,46,42,31,38,23,16,305,38,36,13,3785,466,4251,486,807,0,0,30.17,29.8,29.97,1023.8,1010.6,1016.5,42,MC,Mostly Cloudy,46,42,25,45,38,340,8,25,240,SCT,15,1,0,1,1,1,1,0,0,0,30.06,1019.8,54,CLR,Few High Clouds,15,51,44,25,37,40,330,23,20,60,SCT,15,447,50,497,497,547,709,0,0,0,29.99,1017.2,44,PC,Partly Cloudy
CYED 06/Dec/2015 16,EDM42344,12/6/15,12,6,2015,6-Dec-15,6-Dec-15,2016, 8:00 PM,8,20,BUF,2,EDM,4,0,0,"16,839",0,Dec,105,-116,NA,1.5,-1.5 (0.5),O,5,Sunday,EDM2016,17100,0,41,Edmonton,CYED,CYED42344,CYED,O,6-Dec-15,MST,53.667,-113.467,2244,28,11,21,28,8,21,12,17,100,71,84,25,13,20,7,3,193,7,26,9,487,54,540,308,458,0,0,29.67,29.56,29.61,1008,1004.8,1006.5,46,CLR,Fair,19,19,14,79,18,0,0,5,79,FEW,9,0,0,0,0,0,0,0,0,0,29.62,1007.1,45,CLR,Mostly Clear,16,27,27,21,80,25,0,0,10,96,FEW,9,0,0,0,0,0,0,0,0,0,29.62,1006.7,45,CLR,Mostly Clear
CYED 06/Dec/2017 17,EDM43075,12/6/17,12,6,2017,6-Dec-17,6-Dec-17,2018, 9:30 PM,9,21,PHI,4,EDM,2,0,0,"18,347",0,Dec,117,-129,NA,1.5 (3.5),-1.5,O,5.5,Wednesday,EDM2018,18347,0,1,Edmonton,CYED,CYED43075,CYED,O,6-Dec-17,MST,53.667,-113.467,2244,33,15,26,32,6,19,10,16,79,50,65,28,14,23,12,9,257,12,38,11.5,410,54,464,95,458,0,0,30.53,30.34,30.45,1037.7,1030.8,1034.9,46,CLR,Fair,32,23,19,60,28,270,12,53,250,CLR,9,0,0,0,0,0,0,0,0,0,30.36,1032.1,46,CLR,Fair,17,30,23,19,64,27,240,8,20,150,SCT,15,0,0,0,0,0,0,0,0,0,30.39,1033.1,44,PC,Partly Cloudy
CYED 06/Jan/2015 17,EDM42010,1/6/15,1,6,2015,6-Jan-15,6-Jan-15,2015, 9:30 PM,9,21,DET,4,EDM,2,0,0,"16,839",0,Jan,-169,152,NA,-1.5 (0.5),1.5,O,5.5,Tuesday,EDM2015,17100,0,40,Edmonton,CYED,CYED42010,CYED,O,6-Jan-15,MST,53.667,-113.467,2244,-1,-13,-3,-1,-24,-9,-20,-12,71,59,65,-2,-12,-4,7,4,21,7,68,8.8,286,55,341,20,461,0,0,30.86,30.47,30.73,1049.9,950.7,1010,46,CLR,Fair,-8,-19,-17,64,-8,120,5,5,196,CLR,7,0,0,0,0,0,0,0,0,0,30.85,952,46,CLR,Fair,17,-2,-2,-11,65,-3,100,2,100,179,CLR,9,0,0,0,0,0,0,0,0,0,30.85,951.7,46,CLR,Fair
CYED 06/Mar/2014 17,EDM41704,3/6/14,3,6,2014,6-Mar-14,6-Mar-14,2014, 9:30 PM,9,21,NYI,2,EDM,3,1,0,"16,839",0,Mar,127,-138,NA,1.5 (0.5),-1.5,U,5.5,Thursday,EDM2014,17100,0,39,Edmonton,CYED,CYED41704,CYED,O,6-Mar-14,MST,53.667,-113.467,2244,6,-9,0,3,-14,-6,-17,-10,71,50,62,1,-8,-1,9,5,3,9,76,7.9,1811,259,2069,149,673,0.04,0.4,30.02,29.83,29.93,1023.1,1015.9,1019.8,46,CLR,Fair,-6,-6,-13,70,-7,140,2,5,99,FEW,9,0,0,0,0,0,0,0,0,0,30.01,1022.8,45,CLR,Mostly Clear,17,3,3,-11,50,1,0,0,95,193,CLR,9,43,8,51,81,89,116,0,0,0,29.97,1020.9,46,CLR,Fair
CYED 06/Nov/2015 17,EDM42314,11/6/15,11,6,2015,6-Nov-15,6-Nov-15,2016, 9:00 PM,9,21,PIT,2,EDM,1,0,0,"16,839",0,Nov,-144,130,NA,-1.5,1.5 (0.5),U,5.5,Friday,EDM2016,17100,0,41,Edmonton,CYED,CYED42314,CYED,O,6-Nov-15,MST,53.667,-113.467,2244,44,25,35,43,19,30,23,26,100,49,73,37,25,31,13,7,202,13,45,9.6,1116,117,1233,471,546,0,0,30.05,29.7,29.89,1020.7,1007.9,1015.3,45,CLR,Mostly Clear,41,35,23,49,34,190,10,100,97,OVC,9,0,0,0,0,0,0,0,0,0,29.73,1009.3,40,MC,Overcast,17,39,34,27,61,34,190,7,5,73,FEW,9,0,0,0,0,0,0,0,0,0,29.82,1012.7,45,CLR,Mostly Clear
CYED 07/Apr/2015 17,EDM42101,4/7/15,4,7,2015,7-Apr-15,7-Apr-15,2015, 9:30 PM,9,21,LAK,2,EDM,4,0,0,"16,839",0,Apr,-275,244,NA,-1.5,1.5 (3.5),O,5.5,Tuesday,EDM2015,17100,0,40,Edmonton,CYED,CYED42101,CYED,O,7-Apr-15,MST,53.667,-113.467,2244,45,26,34,43,22,27,16,21,86,39,60,35,24,30,8,4,106,8,60,10.4,2990,466,3456,312,811,0.02,0.2,29.9,29.81,29.85,1015.2,1012,1013.7,40,MC,Overcast,30,24,16,55,26,120,6,5,50,FEW,15,0,0,0,0,0,0,0,0,0,29.84,1013.6,45,CLR,Mostly Clear,17,43,38,23,45,35,90,7,8,223,CLR,9,219,23,242,228,251,326,0,0,0,29.81,1012,46,CLR,Fair
CYED 07/Apr/2018 18,EDM43197,4/7/18,4,7,2018,7-Apr-18,7-Apr-18,2018, 10:00 PM,10,22,VAN,2,EDM,3,1,1,"18,347",0,Apr,162,-180,NA,1.5 (0.5),-1.5,U,6,Saturday,EDM2018,18347,0,1,Edmonton,CYED,CYED43197,CYED,O,7-Apr-18,MST,53.667,-113.467,2244,18,4,13,18,-8,7,-8,0,67,45,57,15,2,10,18,12,106,22,100,8.4,2552,466,3020,0,811,0.08,1.4,30.11,29.82,29.91,1024.7,1014.2,1017.8,40,MC,Overcast,16,4,7,67,14,110,9,100,30,OVC,5,0,0,0,0,0,0,99,0.01,0.2,29.82,1014.4,9,SNOW,Light Snow,18,18,4,3,53,14,100,14,100,49,OVC,9,43,9,52,86,95,123,0,0,0,29.82,1014.6,40,MC,Overcast
CYED 07/Dec/2013 18,EDM41615,12/7/13,12,7,2013,7-Dec-13,7-Dec-13,2014, 10:00 PM,10,22,CGY,2,EDM,1,1,0,"16,839",0,Dec,165,-180,NA,1.5 (2.5),-1.5,U,5.5,Saturday,EDM2014,17100,0,39,Edmonton,CYED,CYED41615,CYED,O,7-Dec-13,MST,53.667,-113.467,2244,6,-23,-9,6,-42,-2,-32,-18,69,57,62,5,-23,-11,14,10,258,14,45,8.9,369,54,423,245,457,0.02,0.8,30.38,29.92,30.08,1037.2,1019.8,1026.4,46,CLR,Fair,6,-3,-2,67,5,300,5,100,27,OVC,9,0,0,0,0,0,0,99,0.01,0.4,29.93,1020.2,9,SNOW,Light Snow,18,3,-15,-7,63,1,290,13,100,52,OVC,9,0,0,0,0,0,0,0,0,0,29.92,1020.3,40,MC,Overcast
CYED 07/Dec/2014 17,EDM41980,12/7/14,12,7,2014,7-Dec-14,7-Dec-14,2015, 9:00 PM,9,21,SJS,1,EDM,2,0,0,"16,839",0,Dec,-147,133,NA,-1.5,1.5 (2.5),U,5.5,Sunday,EDM2015,17100,0,40,Edmonton,CYED,CYED41980,CYED,O,7-Dec-14,MST,53.667,-113.467,2244,29,-1,13,25,1,21,-2,10,92,79,85,24,1,13,12,5,278,12,38,5,526,54,580,434,457,0.02,0.2,30.18,29.92,30.07,1027.3,1017.9,1023.2,46,CLR,Fair,5,5,1,85,4,0,0,100,9,OVC,0.1,0,0,0,0,0,0,0,0,0,30.17,1026.7,40,MC,Overcast,17,12,12,9,85,11,10,2,5,207,CLR,9,0,0,0,0,0,0,0,0,0,30.16,1026.3,46,CLR,Fair
CYED 07/Dec/2018 17,EDM43441,12/7/18,12,7,2018,7-Dec-18,7-Dec-18,2019, 9:00 PM,9,21,MIN,2,EDM,7,0,0,"18,347",0,Dec,107,-118,NA,1.5,-1.5 (3.5),O,5.5,Friday,EDM2019,18347,0,2,Edmonton,CYED,CYED43441,CYED,O,7-Dec-18,MST,53.667,-113.467,2257,16,-1,10,16,-13,9,-6,1,85,60,69,14,0,8,9,6,231,10,15,9,508,54,562,349,457,0,0,30.14,29.9,29.95,1021.2,1017.6,1019.3,46,CLR,Fair,10,0,5,79,9,240,6,0,207,CLR,9,0,0,0,0,0,0,0,0,0,29.96,1020,46,CLR,Fair,17,14,14,9,79,13,230,3,68,214,CLR,9,0,0,0,0,0,0,0,0,0,29.94,1018.9,46,CLR,Fair
CYED 07/Jan/2014 17,EDM41646,1/7/14,1,7,2014,7-Jan-14,7-Jan-14,2014, 9:30 PM,9,21,STL,5,EDM,2,0,0,"16,839",0,Jan,-172,158,NA,-1.5 (1.5),1.5,O,5.5,Tuesday,EDM2014,17100,0,39,Edmonton,CYED,CYED41646,CYED,O,7-Jan-14,MST,53.667,-113.467,2244,14,0,4,16,-16,9,-6,-2,79,71,75,14,-1,4,14,9,91,14,100,6.9,287,56,342,0,463,0,0,30.09,29.87,30.02,1024.2,1017.1,1022,40,MC,Overcast,3,-11,-2,78,2,130,9,100,29,OVC,8,0,0,0,0,0,0,0,0,0,29.95,1019.9,40,MC,Overcast,17,1,-16,-4,78,0,120,12,100,19,OVC,5,0,0,0,0,0,0,0,0,0,30.04,1023,9,SNOW,Light Snow
CYED 07/Mar/2017 17,EDM42801,3/7/17,3,7,2017,7-Mar-17,7-Mar-17,2017, 9:00 PM,9,21,NYI,4,EDM,1,0,0,"18,347",0,Mar,152,-169,NA,1.5 (4.5),-1.5,U,5.5,Tuesday,EDM2017,18347,1,0,Edmonton,CYED,CYED42801,CYED,O,7-Mar-17,MST,53.667,-113.467,2244,6,-9,0,6,-26,-2,-15,-7,77,61,69,5,-7,0,16,9,330,21,55,10.8,1731,265,1997,319,678,0.04,0,30.15,29.89,30.07,1027.6,1017.5,1024.4,40,MC,Overcast,-4,-17,-11,71,-5,270,6,0,397,SKC,15,0,0,0,0,0,0,0,0,0,30.15,1027.6,47,CLR,Clear,17,5,-9,-6,61,3,340,9,19,204,CLR,9,77,8,85,85,93,121,0,0,0,30.14,1026.4,46,CLR,Fair
CYED 07/Mar/2019 17,EDM43531,3/7/19,3,7,2019,7-Mar-19,7-Mar-19,2019, 9:00 PM,9,21,VAN,2,EDM,3,0,0,"18,347",0,Mar,166,-184,NA,1.5 (0.5),-1.5,U,5.5,Thursday,EDM2019,18347,0,2,Edmonton,CYED,CYED43531,CYED,O,7-Mar-19,MST,53.667,-113.467,2257,11,-6,4,10,-21,3,-8,-1,92,69,79,9,-6,3,12,6,75,16,43,10.3,2296,265,2561,420,678,0,0,30.01,29.68,29.75,1016.7,1010.4,1012.7,46,CLR,Fair,9,9,3,78,8,50,3,100,40,OVC,9,0,0,0,0,0,0,0,0,0,29.71,1011.4,40,MC,Overcast,17,10,-1,3,72,9,360,7,17,327,CLR,9,78,8,86,85,93,121,0,0,0,29.7,1011.5,46,CLR,Fair
CYED 07/Oct/2013 17,EDM41554,10/7/13,10,7,2013,7-Oct-13,7-Oct-13,2014, 9:30 PM,9,21,NJD,4,EDM,5,1,1,"16,839",0,Oct,114,-123,NA,1.5 (0.5),-1.5,O,5.5,Monday,EDM2014,17100,0,39,Edmonton,CYED,CYED41554,CYED,O,7-Oct-13,MST,53.667,-113.467,2244,64,36,49,63,37,43,34,39,91,41,72,51,36,44,20,7,300,25,64,9,2316,259,2575,414,666,0,0,29.66,29.41,29.46,1005.6,996.6,999.1,46,CLR,Fair,51,49,42,71,46,180,6,70,49,BKN,9,0,0,0,0,0,0,0,0,0,29.43,997.8,42,MC,Mostly Cloudy,17,54,53,40,58,47,10,5,90,90,BKN,9,20,4,24,36,40,52,0,0,0,29.42,997.9,42,MC,Mostly Cloudy
