Key,ID,FullDate,Start(ET),Favorite,Underdog ATS,Underdog,Total,Covered O/U,O/U,Season,Week,Attendance,Home/Neutral,Home Line,Away Line,Visitor/Neutral,Home Pts,Visitor Pts, Home Covered,Capacity,New Stadium Season,Years in Stadium,Key,Weather Temperature,Dome,
20131013CINBUF,BUF2013,10/13/13,1:00,CIN,-6,BUF,51,O,41.5,2013,Week 6,67739,BUF,6,-6,CIN,24,27,N,73079,0,40,20131013CINBUF,68,0,
20141130CINTB,TBB2014,11/30/14,1:00,CIN,-6,TB,27,U,43.5,2014,Week 13,56340,TB,6,-6,CIN,13,14,N,65890,0,16,20141130CINTB,76,0,
20141228NOTB,TBB2014,12/28/14,1:00,NO,-6,TB,43,U,46.5,2014,Week 17,59952,TB,6,-6,NO,20,23,N,65890,0,16,20141228NOTB,77,0,
20060910PHIHOU,HOU2006,9/10/06,1:00,PHI,-6,HOU,34,U,38,2006,Week 1,70180,HOU,6,-6,PHI,10,24,Y,71054,0,4,20060910PHIHOU,72,DOME,
20091122LACDEN,DEN2009,11/22/09,4:15,LAC,-6,DEN,35,U,41.5,2009,Week 11,74707,DEN,6,-6,LAC,3,32,Y,76125,0,8,20091122LACDEN,46,0,
20100926INDDEN,DEN2010,9/26/10,4:15,IND,-6,DEN,40,U,47,2010,Week 3,76401,DEN,6,-6,IND,13,27,Y,76125,0,9,20100926INDDEN,85,0,
20111117NYJDEN,DEN2011,11/17/11,8:20,NYJ,-6,DEN,30,U,39,2011,Week 11,74746,DEN,6,-6,NYJ,17,13,N,76125,0,10,20111117NYJDEN,54,0,
20081005LACMIA,MIA2008,10/5/08,1:00,LAC,-6,MIA,27,U,44.5,2008,Week 5,65063,MIA,6,-6,LAC,17,10,Y,75540,0,21,20081005LACMIA,80,0,
20140928ATLMIN,MIN2014,9/28/14,4:25,ATL,-6,MIN,69,O,47.5,2014,Week 4,52173,MIN,6,-6,ATL,41,28,Y,50805,1,0,20140928ATLMIN,80,0,
20181230PHIWAS,WAS2018,12/30/18,4:25,PHI,-6,WAS,24,U,42.5,2018,Week 17,63188,WAS,6,-6,PHI,0,24,Y,82000,0,21,20181230PHIWAS,71,0,Week 17WAS2018
20171022TENCLE,CLE2017,10/22/17,1:00,TEN,-6,CLE,21,U,42.5,2017,Week 7,59061,CLE,6,-6,TEN,9,12,N,67895,0,18,20171022TENCLE,79,0,Week 7CLE2017
20181217NOCAR,CAR2018,12/17/18,8:15,NO,-6,CAR,21,U,50.5,2018,Week 15,74188,CAR,6,-6,NO,9,12,N,75523,0,22,20181217NOCAR,48,0,Week 15CAR2018
20181007TENBUF,BUF2018,10/7/18,1:00,TEN,-6,BUF,25,U,38,2018,Week 5,68202,BUF,6,-6,TEN,13,12,N,71608,0,45,20181007TENBUF,37,0,Week 5BUF2018
20181111NOCIN,CIN2018,11/11/18,1:00,NO,-6,CIN,65,O,53.5,2018,Week 10,52492,CIN,6,-6,NO,14,51,Y,65515,0,18,20181111NOCIN,71,0,Week 10CIN2018
20171109SEAARI,ARI2017,11/9/17,8:25,SEA,-6,ARI,38,U,40.5,2017,Week 10,64639,ARI,6,-6,SEA,16,22,N,63400,0,11,20171109SEAARI,23,0,Week 10ARI2017
20171105LARNYG,NYG2017,11/5/17,1:00,LAR,-6,NYG,68,O,42.5,2017,Week 9,76877,NYG,6,-6,LAR,17,51,Y,82550,0,7,20171105LARNYG,76,0,Week 9NYG2017
20170917NENO,NOS2017,9/17/17,1:00,NE,-6,NO,56,O,55.5,2017,Week 2,73168,NO,6,-6,NE,20,36,Y,73208,0,42,20170917NENO,28,0,Week 2NO2017
20190915DALWAS,WAS2019,9/15/19,1:00,DAL,-6,WAS,52,O,46.5,2019,Week 2,75128,WAS,6,-6,DAL,21,31,Y,82000,0,22,20190915DALWAS,86,0,Week 2WAS2019
20171224LARTEN,TEN2017,12/24/17,1:00,LAR,-6,TEN,50,O,46,2017,Week 16,60097,TEN,6,-6,LAR,23,27,N,69143,0,18,20171224LARTEN,47,0,Week 16TEN2017
2019106CHIOAK,OAK2019,10/6/19,,CHI,-6,OAK (London),45,O,,2019,Week 5,60463,OAK,6,-6,CHI,24,21,N,56057,0,53,2019106CHIOAK,28,0,Week 5OAK2019
201711KCLAC,LAC2016,1/1/17,4:25,KC,-6,LAC,64,O,44.5,2016,Week 17,54915,LAC,6,-6,KC,27,37,Y,70561,0,49,201711KCLAC,52,0,Week 17LAC2016
20171126CARNYJ,NYJ2017,11/26/17,1:00,CAR,-6,NYJ,62,O,39.5,2017,Week 12,77562,NYJ,6,-6,CAR,27,35,Y,82550,0,7,20171126CARNYJ,53,0,Week 12NYJ2017
20171231NOTB,TBB2017,12/31/17,4:25,NO,-6,TB,55,O,49,2017,Week 17,55376,TB,6,-6,NO,31,24,Y,65618,0,19,20171231NOTB,47,0,Week 17TB2017
201013TENSEA,SEA2009,1/3/10,4:15,TEN,-6,SEA,30,U,45,2009,Week 17,67002,SEA,6,-6,TEN,13,17,N,68740,0,7,201013TENSEA,80,0,Week 17SEA2009
20111009NOCAR,CAR2011,10/9/11,1:00,NO,-6.5,CAR,57,O,51.5,2011,Week 5,72679,CAR,6.5,-6.5,NO,27,30,N,73778,0,15,20111009NOCAR,75,0,
20071223TBSF,SFN2007,12/23/07,4:05,TB,-6.5,SF,40,O,37,2007,Week 16,68193,SF,6.5,-6.5,TB,21,19,N,69732,0,36,20071223TBSF,47,0,
20060924PHISF,SFN2006,9/24/06,4:15,PHI,-6.5,SF,62,O,42,2006,Week 3,68166,SF,6.5,-6.5,PHI,24,38,Y,69732,0,35,20060924PHISF,60,0,
20090927GBLAR,LAR2009,9/27/09,1:00,GB,-6.5,LAR,53,O,42.5,2009,Week 3,60234,LAR,6.5,-6.5,GB,17,36,Y,67277,0,14,20090927GBLAR,72,DOME,
20141019SEALAR,LAR2014,10/19/14,1:00,SEA,-6.5,LAR,54,O,43.5,2014,Week 7,57855,LAR,6.5,-6.5,SEA,28,26,N,67277,0,19,20141019SEALAR,72,DOME,
20121007CHIJAX,JAC2012,10/7/12,4:05,CHI,-6.5,JAX,44,O,39,2012,Week 5,67012,JAX,6.5,-6.5,CHI,3,41,Y,67246,0,17,20121007CHIJAX,88,0,
20120916HOUJAX,JAC2012,9/16/12,1:00,HOU,-6.5,JAX,34,U,40,2012,Week 2,62907,JAX,6.5,-6.5,HOU,7,27,Y,67246,0,17,20120916HOUJAX,85,0,
20111127HOUJAX,JAC2011,11/27/11,1:00,HOU,-6.5,JAX,33,U,37,2011,Week 12,62004,JAX,6.5,-6.5,HOU,13,20,Y,67246,0,16,20111127HOUJAX,79,0,
20141207HOUJAX,JAC2014,12/7/14,1:00,HOU,-6.5,JAX,40,U,42,2014,Week 14,61070,JAX,6.5,-6.5,HOU,13,27,Y,67297,0,19,20141207HOUJAX,58,0,
20141026MIAJAX,JAC2014,10/26/14,1:00,MIA,-6.5,JAX,40,U,42,2014,Week 8,65633,JAX,6.5,-6.5,MIA,13,27,Y,67297,0,19,20141026MIAJAX,81,0,
20140921INDJAX,JAC2014,9/21/14,1:00,IND,-6.5,JAX,61,O,45,2014,Week 3,60601,JAX,6.5,-6.5,IND,17,44,Y,67297,0,19,20140921INDJAX,85,0,
20080914PITCLE,CLE2008,9/14/08,8:15,PIT,-6.5,CLE,16,U,43.5,2008,Week 2,73048,CLE,6.5,-6.5,PIT,6,10,N,73200,0,9,20080914PITCLE,78,0,
20161127NYGCLE,CLE2016,11/27/16,1:00,NYG,-6.5,CLE,40,U,46.5,2016,Week 12,60034,CLE,6.5,-6.5,NYG,13,27,Y,67431,0,17,20161127NYGCLE,46,0,
20091004CINCLE,CLE2009,10/4/09,1:00,CIN,-6.5,CLE,43,O,37.5,2009,Week 4,69844,CLE,6.5,-6.5,CIN,20,23,N,73200,0,10,20091004CINCLE,56,0,
20100919PHIDET,DET2010,9/19/10,1:00,PHI,-6.5,DET,67,O,41,2010,Week 2,56688,DET,6.5,-6.5,PHI,32,35,N,65000,0,8,20100919PHIDET,72,DOME,
20070909NENYJ,NYJ2007,9/9/07,1:00,NE,-6.5,NYJ,52,O,41,2007,Week 1,77900,NYJ,6.5,-6.5,NE,14,38,Y,80242,0,23,20070909NENYJ,79,0,
20151022SEASF,SFN2015,10/22/15,8:25,SEA,-6.5,SF,23,U,42,2015,Week 7,70799,SF,6.5,-6.5,SEA,3,20,Y,75000,0,1,20151022SEASF,66,0,
20151220CINSF,SFN2015,12/20/15,4:25,CIN,-6.5,SF,38,U,41,2015,Week 15,70799,SF,6.5,-6.5,CIN,14,24,Y,75000,0,1,20151220CINSF,52,0,
20111106ATLIND,IND2011,11/6/11,1:00,ATL,-6.5,IND,38,U,44.5,2011,Week 9,65218,IND,6.5,-6.5,ATL,7,31,Y,67000,0,3,20111106ATLIND,72,DOME,
20111218TENIND,IND2011,12/18/11,1:00,TEN,-6.5,IND,40,U,41.5,2011,Week 15,64271,IND,6.5,-6.5,TEN,27,13,Y,67000,0,3,20111218TENIND,72,DOME,
20121230HOUIND,IND2012,12/30/12,1:00,HOU,-6.5,IND,44,U,47,2012,Week 17,66957,IND,6.5,-6.5,HOU,28,16,Y,67000,0,4,20121230HOUIND,72,DOME,
20121007GBIND,IND2012,10/7/12,1:00,GB,-6.5,IND,57,O,49,2012,Week 5,67020,IND,6.5,-6.5,GB,30,27,N,67000,0,4,20121007GBIND,72,DOME,
20131020DENIND,IND2013,10/20/13,8:30,DEN,-6.5,IND,72,O,56,2013,Week 7,67196,IND,6.5,-6.5,DEN,39,33,N,67000,0,5,20131020DENIND,72,DOME,
20151220KCBAL,BAL2015,12/20/15,1:00,KC,-6.5,BAL,48,O,41,2015,Week 15,70791,BAL,6.5,-6.5,KC,14,34,Y,71008,0,17,20151220KCBAL,43,0,
20131215PHIMIN,MIN2013,12/15/13,1:00,PHI,-6.5,MIN,78,O,53,2013,Week 15,64087,MIN,6.5,-6.5,PHI,48,30,Y,64121,0,31,20131215PHIMIN,72,DOME,
20161030NEBUF,BUF2016,10/30/16,1:00,NE,-6.5,BUF,66,O,48.5,2016,Week 8,70442,BUF,6.5,-6.5,NE,25,41,Y,71608,0,43,20161030NEBUF,50,Rain,
20061112BALTEN,TEN2006,11/12/06,1:00,BAL,-6.5,TEN,53,O,38,2006,Week 10,69143,TEN,6.5,-6.5,BAL,26,27,N,69143,0,7,20061112BALTEN,45,0,
20111002NEOAK,OAK2011,10/2/11,4:15,NE,-6.5,OAK,50,U,55.5,2011,Week 4,62572,OAK,6.5,-6.5,NE,19,31,Y,63132,0,45,20111002NEOAK,71,0,
20141221BUFOAK,OAK2014,12/21/14,4:25,BUF,-6.5,OAK,50,O,41.5,2014,Week 16,53436,OAK,6.5,-6.5,BUF,26,24,N,56057,0,48,20141221BUFOAK,62,0,
20131215KCOAK,OAK2013,12/15/13,4:05,KC,-6.5,OAK,87,O,44.5,2013,Week 15,49571,OAK,6.5,-6.5,KC,31,56,Y,53286,0,47,20131215KCOAK,64,0,
20081214WASCIN,CIN2008,12/14/08,1:00,WAS,-6.5,CIN,33,U,36.5,2008,Week 15,63996,CIN,6.5,-6.5,WAS,20,13,Y,65515,0,8,20081214WASCIN,43,0,
20101205NOCIN,CIN2010,12/5/10,1:00,NO,-6.5,CIN,64,O,45,2010,Week 13,59963,CIN,6.5,-6.5,NO,30,34,N,65515,0,10,20101205NOCIN,32,0,
20101128PITBUF,BUF2010,11/28/10,1:00,PIT,-6.5,BUF,35,U,43.5,2010,Week 12,69642,BUF,6.5,-6.5,PIT,16,19,N,73079,0,37,20101128PITBUF,36,0,
20090927NYGTB,TBB2009,9/27/09,1:00,NYG,-6.5,TB,24,U,46,2009,Week 3,63689,TB,6.5,-6.5,NYG,0,24,Y,65856,0,11,20090927NYGTB,89,0,
20061022PHITB,TBB2006,10/22/06,1:00,PHI,-6.5,TB,44,O,42.5,2006,Week 7,65808,TB,6.5,-6.5,PHI,23,21,N,65657,0,8,20061022PHITB,82,0,
20111016NOTB,TBB2011,10/16/11,4:15,NO,-6.5,TB,46,U,50,2011,Week 6,56590,TB,6.5,-6.5,NO,26,20,N,65856,0,13,20111016NOTB,86,0,
20070923INDHOU,HOU2007,9/23/07,1:00,IND,-6.5,HOU,54,O,46.5,2007,Week 3,70765,HOU,6.5,-6.5,IND,24,30,N,71054,0,5,20070923INDHOU,72,DOME,
20141221BALHOU,HOU2014,12/21/14,1:00,BAL,-6.5,HOU,38,U,41.5,2014,Week 16,71771,HOU,6.5,-6.5,BAL,25,13,Y,71795,0,12,20141221BALHOU,58,0,
20161127TENCHI,CHI2016,11/27/16,1:00,TEN,-6.5,CHI,48,O,42,2016,Week 12,59494,CHI,6.5,-6.5,TEN,21,27,N,61500,0,45,20161127TENCHI,38,Fog,
20150913GBCHI,CHI2015,9/13/15,1:00,GB,-6.5,CHI,54,O,48.5,2015,Week 1,62442,CHI,6.5,-6.5,GB,23,31,Y,61500,0,44,20150913GBCHI,68,0,
20091025NOMIA,MIA2009,10/25/09,4:15,NO,-6.5,MIA,80,O,48,2009,Week 7,66689,MIA,6.5,-6.5,NO,34,46,Y,75540,0,22,20091025NOMIA,86,0,
20061112DALARI,ARI2006,11/12/06,4:15,DAL,-6.5,ARI,37,U,43,2006,Week 10,63926,ARI,6.5,-6.5,DAL,10,27,Y,63400,1,0,20061112DALARI,72,DOME,
20190916CLENYJ,NYJ2019,9/16/19,8:15,CLE,-6.5,NYJ,26,U,45,2019,Week 2,78523,NYJ,6.5,-6.5,CLE,3,23,Y,82550,0,9,20190916CLENYJ,89,0,Week 2NYJ2019
2019106NEWAS,WAS2019,10/6/19,,NE,-6.5,WAS,40,O,,2019,Week 5,76483,WAS,6.5,-6.5,NE,7,33,Y,82000,0,22,2019106NEWAS,37,0,Week 5WAS2019
201112PITCLE,CLE2010,1/2/11,1:00,PIT,-6.5,CLE,50,O,38,2010,Week 17,68303,CLE,6.5,-6.5,PIT,9,41,Y,73200,0,11,201112PITCLE,81,0,Week 17CLE2010
20171119PHIDAL,DAL2017,11/19/17,8:30,PHI,-6.5,DAL,46,U,48.5,2017,Week 11,93247,DAL,6.5,-6.5,PHI,9,37,Y,105000,0,8,20171119PHIDAL,46,0,Week 11DAL2017
20181223MINDET,DET2018,12/23/18,1:00,MIN,-6.5,DET,36,U,42,2018,Week 16,61641,DET,6.5,-6.5,MIN,9,27,Y,65000,0,16,20181223MINDET,76,0,Week 16DET2018
20171022DALSF,SFN2017,10/22/17,4:05,DAL,-6.5,SF,50,O,48,2017,Week 7,70133,SF,6.5,-6.5,DAL,10,40,Y,75000,0,3,20171022DALSF,48,0,Week 7SF2017
20171126SEASF,SFN2017,11/26/17,4:05,SEA,-6.5,SF,37,U,45,2017,Week 12,70134,SF,6.5,-6.5,SEA,13,24,Y,75000,0,3,20171126SEASF,71,0,Week 12SF2017
20171231SFLAR,LAR2017,12/31/17,4:25,SF,-6.5,LAR,47,O,44,2017,Week 17,66125,LAR,6.5,-6.5,SF,13,34,Y,93607,0,1,20171231SFLAR,82,0,Week 17LAR2017
20180910LAROAK,OAK2018,9/10/18,10:20,LAR,-6.5,OAK,46,U,47,2018,Week 1,53857,OAK,6.5,-6.5,LAR,13,33,Y,56057,0,52,20180910LAROAK,85,0,Week 1OAK2018
20171029ATLNYJ,NYJ2017,10/29/17,1:00,ATL,-6.5,NYJ,45,O,44,2017,Week 8,77562,NYJ,6.5,-6.5,ATL,20,25,N,82550,0,7,20171029ATLNYJ,89,0,Week 8NYJ2017
20171218ATLTB,TBB2017,12/18/17,8:30,ATL,-6.5,TB,45,U,48.5,2017,Week 15,62382,TB,6.5,-6.5,ATL,21,24,N,65618,0,19,20171218ATLTB,71,0,Week 15TB2017
20171126JAXARI,ARI2017,11/26/17,4:25,JAX,-6.5,ARI,51,O,38,2017,Week 12,63891,ARI,6.5,-6.5,JAX,27,24,N,63400,0,11,20171126JAXARI,72,0,Week 12ARI2017
20181111NETEN,TEN2018,11/11/18,1:00,NE,-6.5,TEN,44,U,46.5,2018,Week 10,69363,TEN,6.5,-6.5,NE,34,10,Y,69143,0,19,20181111NETEN,39,0,Week 10TEN2018
201211DETGB,GBP2011,1/1/12,1:00,DET,-6.5,GB,86,O,41.5,2011,Week 17,70294,GB,6.5,-6.5,DET,45,41,N,73094,0,54,201211DETGB,23,0,Week 17GB2011
20091011DALKC,KCC2009,10/11/09,1:00,DAL,-7,KC,46,O,43.5,2009,Week 5,71214,KC,7,-7,DAL,20,26,N,79451,0,37,20091011DALKC,39,0,
20071028INDCAR,CAR2007,10/28/07,1:00,IND,-7,CAR,38,U,44,2007,Week 8,74005,CAR,7,-7,IND,7,31,Y,73504,0,11,20071028INDCAR,57,0,
20081102PHISEA,SEA2008,11/2/08,4:15,PHI,-7,SEA,33,U,43.5,2008,Week 9,68055,SEA,7,-7,PHI,7,26,Y,68740,0,6,20081102PHISEA,54,0,
20101107NYGSEA,SEA2010,11/7/10,4:05,NYG,-7,SEA,48,O,40.5,2010,Week 9,67287,SEA,7,-7,NYG,7,41,Y,68740,0,8,20101107NYGSEA,56,0,
20081207NESEA,SEA2008,12/7/08,4:05,NE,-7,SEA,45,O,42.5,2008,Week 14,68077,SEA,7,-7,NE,21,24,N,68740,0,6,20081207NESEA,48,0,
20111113BALSEA,SEA2011,11/13/11,4:05,BAL,-7,SEA,39,O,38.5,2011,Week 10,66522,SEA,7,-7,BAL,22,17,N,68740,0,9,20111113BALSEA,50,0,
20131229PHIDAL,DAL2013,12/29/13,8:30,PHI,-7,DAL,46,U,54.5,2013,Week 17,91166,DAL,7,-7,PHI,22,24,N,105000,0,4,20131229PHIDAL,72,DOME,
20081130MIALAR,LAR2008,11/30/08,1:00,MIA,-7,LAR,28,U,44,2008,Week 13,61046,LAR,7,-7,MIA,12,16,N,67277,0,13,20081130MIALAR,72,DOME,
20111218CINLAR,LAR2011,12/18/11,1:00,CIN,-7,LAR,33,U,39,2011,Week 15,56431,LAR,7,-7,CIN,13,20,N,67277,0,16,20111218CINLAR,72,DOME,
20131215NOLAR,LAR2013,12/15/13,4:25,NO,-7,LAR,43,U,48,2013,Week 15,58442,LAR,7,-7,NO,27,16,Y,67277,0,18,20131215NOLAR,72,DOME,
20131020LACJAX,JAC2013,10/20/13,1:00,LAC,-7,JAX,30,U,45,2013,Week 7,59550,JAX,7,-7,LAC,6,24,Y,67246,0,18,20131020LACJAX,77,0,
20101003INDJAX,JAC2010,10/3/10,4:05,IND,-7,JAX,59,O,45.5,2010,Week 4,63111,JAX,7,-7,IND,31,28,N,67246,0,15,20101003INDJAX,81,0,
20091227DALWAS,WAS2009,12/27/09,8:20,DAL,-7,WAS,17,U,42,2009,Week 16,88221,WAS,7,-7,DAL,0,17,Y,91704,0,12,20091227DALWAS,42,0,
20141006SEAWAS,WAS2014,10/6/14,8:30,SEA,-7,WAS,44,U,46,2014,Week 5,79522,WAS,7,-7,SEA,17,27,Y,79000,0,17,20141006SEAWAS,63,0,
20111120DALWAS,WAS2011,11/20/11,1:00,DAL,-7,WAS,51,O,42.5,2011,Week 11,80122,WAS,7,-7,DAL,24,27,N,83000,0,14,20111120DALWAS,67,0,
20111204BALCLE,CLE2011,12/4/11,4:05,BAL,-7,CLE,34,U,38.5,2011,Week 13,63648,CLE,7,-7,BAL,10,24,Y,73200,0,12,20111204BALCLE,51,Rain,
20060924BALCLE,CLE2006,9/24/06,4:05,BAL,-7,CLE,29,U,33,2006,Week 3,72474,CLE,7,-7,BAL,14,15,N,73200,0,7,20060924BALCLE,66,0,
20151101ARICLE,CLE2015,11/1/15,1:00,ARI,-7,CLE,54,O,46,2015,Week 8,67431,CLE,7,-7,ARI,20,34,Y,67431,0,16,20151101ARICLE,63,0,
20081221NODET,DET2008,12/21/08,1:00,NO,-7,DET,49,U,50.5,2008,Week 16,49309,DET,7,-7,NO,7,42,Y,65000,0,6,20081221NODET,72,DOME,
20101212GBDET,DET2010,12/12/10,1:00,GB,-7,DET,10,U,46,2010,Week 14,57659,DET,7,-7,GB,7,3,N,65000,0,8,20101212GBDET,72,DOME,
20151227CARATL,ATL2015,12/27/15,1:00,CAR,-7,ATL,33,U,46,2015,Week 16,70981,ATL,7,-7,CAR,20,13,N,71228,0,23,20151227CARATL,72,DOME,
20071104LACMIN,MIN2007,11/4/07,1:00,LAC,-7,MIN,52,O,42,2007,Week 9,63043,MIN,7,-7,LAC,35,17,Y,64121,0,25,20071104LACMIN,72,0,
20111222HOUIND,IND2011,12/22/11,8:25,HOU,-7,IND,35,U,40.5,2011,Week 16,64159,IND,7,-7,HOU,19,16,N,67000,0,3,20111222HOUIND,72,DOME,
20111218NOMIN,MIN2011,12/18/11,1:00,NO,-7,MIN,62,O,53.5,2011,Week 15,62623,MIN,7,-7,NO,20,42,Y,64121,0,29,20111218NOMIN,72,DOME,
20120923SFMIN,MIN2012,9/23/12,1:00,SF,-7,MIN,37,U,42.5,2012,Week 3,57288,MIN,7,-7,SF,24,13,Y,64121,0,30,20120923SFMIN,72,DOME,
20141201MIANYJ,NYJ2014,12/1/14,8:30,MIA,-7,NYJ,29,U,41.5,2014,Week 13,78160,NYJ,7,-7,MIA,13,16,N,82550,0,4,20141201MIANYJ,43,0,
20121122NENYJ,NYJ2012,11/22/12,8:20,NE,-7,NYJ,68,O,48,2012,Week 12,79088,NYJ,7,-7,NE,19,49,Y,82550,0,2,20121122NENYJ,46,0,
20151115NENYG,NYG2015,11/15/15,4:25,NE,-7,NYG,53,O,52.5,2015,Week 10,81061,NYG,7,-7,NE,26,27,N,82550,0,5,20151115NENYG,54,0,
20111204GBNYG,NYG2011,12/4/11,4:15,GB,-7,NYG,73,O,54,2011,Week 13,80634,NYG,7,-7,GB,35,38,N,82550,0,1,20111204GBNYG,52,0,
20121202HOUTEN,TEN2012,12/2/12,1:00,HOU,-7,TEN,34,U,47.5,2012,Week 13,69143,TEN,7,-7,HOU,10,24,Y,69143,0,13,20121202HOUTEN,71,0,
20070916INDTEN,TEN2007,9/16/07,1:00,IND,-7,TEN,42,U,46,2007,Week 2,69143,TEN,7,-7,IND,20,22,N,69143,0,8,20070916INDTEN,64,0,
20141117PITTEN,TEN2014,11/17/14,8:30,PIT,-7,TEN,51,O,46,2014,Week 11,69143,TEN,7,-7,PIT,24,27,N,69143,0,15,20141117PITTEN,25,0,
20061223KCOAK,OAK2006,12/23/06,8:00,KC,-7,OAK,29,U,36.5,2006,Week 16,61446,OAK,7,-7,KC,9,20,Y,63132,0,40,20061223KCOAK,45,0,
20081214NEOAK,OAK2008,12/14/08,4:15,NE,-7,OAK,75,O,39,2008,Week 15,62179,OAK,7,-7,NE,26,49,Y,63132,0,42,20081214NEOAK,45,0,
20081221HOUOAK,OAK2008,12/21/08,4:05,HOU,-7,OAK,43,U,43.5,2008,Week 16,43687,OAK,7,-7,HOU,27,16,Y,63132,0,42,20081221HOUOAK,46,0,
20101010LACOAK,OAK2010,10/10/10,4:15,LAC,-7,OAK,62,O,44.5,2010,Week 5,48279,OAK,7,-7,LAC,35,27,Y,63132,0,44,20101010LACOAK,71,0,
20081130BALCIN,CIN2008,11/30/08,1:00,BAL,-7,CIN,37,O,35.5,2008,Week 13,63871,CIN,7,-7,BAL,3,34,Y,65515,0,8,20081130BALCIN,39,0,
20131110DENLAC,LAC2013,11/10/13,4:25,DEN,-7,LAC,48,U,57.5,2013,Week 10,68847,LAC,7,-7,DEN,20,28,Y,70561,0,46,20131110DENLAC,78,0,
20101226NEBUF,BUF2010,12/26/10,1:00,NE,-7,BUF,37,U,46,2010,Week 16,68281,BUF,7,-7,NE,3,34,Y,73079,0,37,20101226NEBUF,22,Snow,
20091220NEBUF,BUF2009,12/20/09,1:00,NE,-7,BUF,27,U,41,2009,Week 15,70000,BUF,7,-7,NE,10,17,N,73079,0,36,20091220NEBUF,29,0,
20110925NEBUF,BUF2011,9/25/11,1:00,NE,-7,BUF,65,O,54,2011,Week 3,68174,BUF,7,-7,NE,34,31,N,73079,0,38,20110925NEBUF,81,0,
20131024CARTB,TBB2013,10/24/13,8:25,CAR,-7,TB,44,O,39.5,2013,Week 8,59073,TB,7,-7,CAR,13,31,Y,65890,0,15,20131024CARTB,70,0,
20131201NEHOU,HOU2013,12/1/13,1:00,NE,-7,HOU,65,O,49,2013,Week 13,71769,HOU,7,-7,NE,31,34,N,71054,0,11,20131201NEHOU,67,0,
20111218NEDEN,DEN2011,12/18/11,4:15,NE,-7,DEN,64,O,47.5,2011,Week 15,76556,DEN,7,-7,NE,23,41,Y,76125,0,10,20111218NEDEN,63,0,
20110912NEMIA,MIA2011,9/12/11,7:00,NE,-7,MIA,62,O,46.5,2011,Week 1,66860,MIA,7,-7,NE,24,38,Y,75540,0,24,20110912NEMIA,82,0,
20121029SFARI,ARI2012,10/29/12,8:40,SF,-7,ARI,27,U,38,2012,Week 8,62810,ARI,7,-7,SF,3,24,Y,63400,0,6,20121029SFARI,72,DOME,
20121223CHIARI,ARI2012,12/23/12,4:25,CHI,-7,ARI,41,O,36,2012,Week 16,62734,ARI,7,-7,CHI,13,28,Y,63400,0,6,20121223CHIARI,72,DOME,
20101225DALARI,ARI2010,12/25/10,7:30,DAL,-7,ARI,53,O,45,2010,Week 16,66971,ARI,7,-7,DAL,27,26,N,63400,0,4,20101225DALARI,72,DOME,
20101010NOARI,ARI2010,10/10/10,4:05,NO,-7,ARI,50,O,45.5,2010,Week 5,62621,ARI,7,-7,NO,30,20,Y,63400,0,4,20101010NOARI,72,DOME,
201711ARILAR,LAR2016,1/1/17,4:25,ARI,-7,LAR,50,O,39,2016,Week 17,76005,LAR,7,-7,ARI,6,44,Y,93607,1,0,201711ARILAR,88,0,Week 17LAR2016
20171119JAXCLE,CLE2017,11/19/17,1:00,JAX,-7,CLE,26,U,37,2017,Week 11,57003,CLE,7,-7,JAX,7,19,Y,67895,0,18,20171119JAXCLE,46,0,Week 11CLE2017
20171224LACNYJ,NYJ2017,12/24/17,1:00,LAC,-7,NYJ,21,U,42.5,2017,Week 16,77562,NYJ,7,-7,LAC,7,14,N,82550,0,7,20171224LACNYJ,80,0,Week 16NYJ2017
20171119OAK,OAK2017,11/19/17,4:25,NE,-7,OAK,41,U,55.5,2017,Week 11,56426,OAK,7,-7,,8,33,Y,56057,0,51,20171119OAK,25,0,Week 11OAK2017
201211PITCLE,CLE2011,1/1/12,4:15,PIT,-7,CLE,22,U,33,2011,Week 17,68266,CLE,7,-7,PIT,9,13,N,73200,0,12,201211PITCLE,59,0,Week 17CLE2011
20181230LACDEN,DEN2018,12/30/18,4:25,LAC,-7,DEN,32,U,43.5,2018,Week 17,75947,DEN,7,-7,LAC,9,23,Y,76125,0,17,20181230LACDEN,80,0,Week 17DEN2018
20171217BALCLE,CLE2017,12/17/17,1:00,BAL,-7,CLE,37,U,42.5,2017,Week 15,56434,CLE,7,-7,BAL,10,27,Y,67895,0,18,20171217BALCLE,75,0,Week 15CLE2017
20190908BALMIA,MIA2019,9/8/19,1:03,BAL,-7,MIA,69,O,40.5,2019,Week 1,65012,MIA,7,-7,BAL,10,59,Y,64767,0,32,20190908BALMIA,33,0,Week 1MIA2019
20190915KCOAK,OAK2019,9/15/19,4:05,KC,-7,OAK,38,U,53,2019,Week 2,52748,OAK,7,-7,KC,10,28,Y,56057,0,53,20190915KCOAK,71,0,Week 2OAK2019
20190929NEBUF,BUF2019,9/29/19,1:00,NE,-7,BUF,26,U,41.5,2019,Week 4,70317,BUF,7,-7,NE,10,16,N,71608,0,46,20190929NEBUF,82,0,Week 4BUF2019
20170917ARIIND,IND2017,9/17/17,1:00,ARI,-7,IND,29,U,44,2017,Week 2,63137,IND,7,-7,ARI,13,16,N,67000,0,9,20170917ARIIND,37,0,Week 2IND2017
